seed,model,final_signal_quality,irreversible_recall_final_phase,false_alarm_rate_final_phase,irreversible_core_violation_rate_final_phase,net_vigilance_value_final_phase,long_term_trajectory_value,state_complexity_count
16034,simple_static_threshold,0.58,0.7076923076923077,0.18325434439178515,0.38461538461538464,0.6918875926601045,0.6786724591890463,0
16034,simple_quality_schedule,0.92,0.8692307692307693,0.04739336492890995,0.25384615384615383,0.8689059423988335,0.7712032648762512,0
16034,simple_online_calibration,0.7284936000465416,0.7611940298507462,0.13981042654028436,0.35074626865671643,0.753700014400417,0.7000005265929432,1
16035,tdc_feedback_development,0.9136385316897311,0.8758620689655172,0.045023696682464455,0.2827586206896552,0.8656272473135185,0.7869668246445507,4
16035,simple_static_threshold,0.58,0.6241610738255033,0.20695102685624012,0.47651006711409394,0.6311802644274097,0.6488304370721423,0
16035,simple_quality_schedule,0.92,0.8695652173913043,0.05766192733017378,0.2608695652173913,0.865598049316574,0.7320057925223808,0
16035,simple_online_calibration,0.7173293411693389,0.7355371900826446,0.11690363349131122,0.34710743801652894,0.7457889224110229,0.6765824117956811,1
16036,tdc_feedback_development,0.914833892651828,0.9124087591240876,0.04660347551342812,0.22627737226277372,0.8932328559483732,0.7979978936282262,4
16036,simple_static_threshold,0.58,0.7075471698113207,0.20774091627172195,0.37735849056603776,0.6883763450475424,0.6517556608741434,0
16036,simple_quality_schedule,0.92,0.8235294117647058,0.037914691943127965,0.2647058823529412,0.8480641204349039,0.7417056345444978,0
16036,simple_online_calibration,0.6914907626493074,0.7482517482517482,0.13507109004739337,0.38461538461538464,0.7364996061781273,0.6765434439178509,1
16037,tdc_feedback_development,0.912314165238886,0.8661417322834646,0.04186413902053712,0.33858267716535434,0.8505215410762137,0.7746724591890478,4
16037,simple_static_threshold,0.58,0.6706586826347305,0.15718799368088468,0.47305389221556887,0.662748030006338,0.6143307003686139,0
16037,simple_quality_schedule,0.92,0.8870967741935484,0.04976303317535545,0.25806451612903225,0.8756280385262193,0.7475387045813588,0
16037,simple_online_calibration,0.7340056337798393,0.7777777777777778,0.13665086887835703,0.32592592592592595,0.7675854861061194,0.6841284886782515,1
16038,tdc_feedback_development,0.9143816405144856,0.8865248226950354,0.035545023696682464,0.2907801418439716,0.870828383181808,0.7832469720905748,4
16038,simple_static_threshold,0.58,0.5692307692307692,0.20853080568720378,0.5076923076923077,0.5999092234779438,0.6305534491837795,0
16038,simple_quality_schedule,0.92,0.8296296296296296,0.05134281200631911,0.34074074074074073,0.8329166227839214,0.725550816219063,0
