quality,seed,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,probe_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value
0.6,15415,0.6683804627249358,0.527336860670194,0.3341303048416019,0.21423076923076922,0.09807692307692308,0.41131105398457585,0.6152069159436868,0.6229669230769193
0.6,15416,0.6440677966101694,0.5292153589315526,0.33777520278099654,0.21980769230769232,0.09865384615384615,0.4116222760290557,0.6051767872711724,0.6096944230769195
0.6,15417,0.6289473684210526,0.5676156583629893,0.33533653846153844,0.21269230769230768,0.10038461538461538,0.4473684210526316,0.6009469972409122,0.6237026923076894
0.6,15418,0.6682464454976303,0.5526315789473685,0.3317972350230415,0.2230769230769231,0.10826923076923077,0.4146919431279621,0.6169692933146079,0.618696346153843
0.6,15419,0.6443298969072165,0.5704099821746881,0.3442028985507246,0.20884615384615385,0.10019230769230769,0.42010309278350516,0.6127640346659079,0.6321136538461493
0.6,15420,0.6269035532994924,0.543859649122807,0.33901399878271454,0.20884615384615385,0.10384615384615385,0.4593908629441624,0.5955367079063318,0.6015957692307665
0.6,15421,0.7154471544715447,0.5418250950570342,0.3287425149700599,0.21557692307692308,0.0975,0.4092140921409214,0.6366903888183798,0.6455663461538425
0.6,15422,0.6078431372549019,0.5739299610894941,0.3177296664716208,0.22423076923076923,0.10634615384615384,0.47794117647058826,0.585448277397088,0.5987401923076897
0.6,15423,0.6045918367346939,0.5418894830659536,0.32551143200962696,0.21557692307692308,0.10192307692307692,0.49744897959183676,0.5788355347263744,0.5919388461538425
0.6,15424,0.6301020408163265,0.5403846153846154,0.31845597104945716,0.2173076923076923,0.1125,0.44387755102040816,0.5939421561981014,0.6206467307692258
0.6,15425,0.6147959183673469,0.543859649122807,0.322788517867604,0.22230769230769232,0.09942307692307692,0.4719387755102041,0.5855934151680211,0.5942263461538431
0.6,15426,0.6153846153846154,0.5594795539033457,0.320891029500301,0.2169230769230769,0.10730769230769231,0.47480106100795755,0.5877961146643917,0.6169223076923043
0.6,15427,0.6711956521739131,0.5606060606060606,0.34772182254196643,0.20923076923076922,0.09423076923076923,0.39945652173913043,0.6257684930802698,0.6423073076923038
0.6,15428,0.6358543417366946,0.5392156862745098,0.30369026013309136,0.22134615384615386,0.09519230769230769,0.4481792717086835,0.5942223033007702,0.6373621153846113
0.6,15429,0.6204379562043796,0.5685483870967742,0.32098027495517034,0.21846153846153846,0.10211538461538462,0.4744525547445255,0.5915815385426272,0.6074813461538433
0.6,15430,0.6430446194225722,0.5480943738656987,0.3154555940023068,0.22826923076923078,0.10846153846153846,0.46194225721784776,0.5971699368855581,0.605427692307689
0.6,15431,0.662269129287599,0.5907473309608541,0.33974358974358976,0.21788461538461537,0.10442307692307692,0.41160949868073876,0.6227897238230959,0.6464232692307647
0.6,15432,0.6842105263157895,0.5441696113074205,0.33759442184776295,0.21923076923076923,0.09961538461538462,0.40350877192982454,0.6253777252889268,0.6238761538461497
0.6,15433,0.6701298701298701,0.542649727767695,0.32364904125508426,0.22384615384615383,0.09846153846153846,0.4103896103896104,0.6160503067340275,0.6296742307692264
0.6,15434,0.6292428198433421,0.5496323529411765,0.32123735871505055,0.21942307692307692,0.09211538461538461,0.45430809399477806,0.5952101889762949,0.6137482692307662
0.6,15435,0.6423173803526449,0.5831739961759083,0.332541567695962,0.21615384615384614,0.10115384615384615,0.44584382871536526,0.6084510837832316,0.6277834615384573
0.6,15436,0.635,0.49250936329588013,0.3193329215565164,0.21192307692307694,0.09826923076923078,0.4275,0.5918196456067916,0.6108767307692274
0.6,15437,0.6511056511056511,0.5355805243445693,0.3279761904761905,0.21711538461538463,0.10230769230769231,0.4348894348894349,0.605037191839439,0.6201884615384582
0.6,15438,0.6580976863753213,0.5386100386100386,0.31788472964943554,0.22076923076923077,0.10115384615384615,0.4267352185089974,0.6077281165389286,0.629863076923073
0.6,15439,0.648989898989899,0.5724770642201835,0.3372851215174867,0.215,0.10615384615384615,0.42424242424242425,0.6126136831851134,0.6318042307692273
0.6,15440,0.6037234042553191,0.55,0.3339449541284404,0.20942307692307693,0.10634615384615384,0.4920212765957447,0.5819504932506495,0.59820865384615
0.6,15441,0.618798955613577,0.5306859205776173,0.3287925696594427,0.20846153846153845,0.10173076923076924,0.46475195822454307,0.5881160334154979,0.6061855769230721
0.6,15442,0.6357142857142857,0.5204460966542751,0.3368226600985222,0.20711538461538462,0.09538461538461539,0.4261904761904762,0.5998490753510046,0.6137430769230725
0.6,15443,0.6047058823529412,0.549165120593692,0.33781307269395233,0.20846153846153845,0.09884615384615385,0.47058823529411764,0.5858892087481621,0.5941984615384587
0.6,15444,0.6455696202531646,0.5934489402697495,0.3319575471698113,0.21788461538461537,0.10423076923076922,0.43544303797468353,0.6122696553039929,0.6340203846153808
0.6,15445,0.6350974930362117,0.531578947368421,0.3247706422018349,0.2123076923076923,0.10096153846153846,0.4401114206128134,0.597159636550414,0.622458653846149
