seed,model,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,probe_rate,review_trigger_rate,irreversible_core_violation_rate,reversible_miss_rate,net_vigilance_value,long_term_trajectory_value,final_threshold_irreversible,final_threshold_reversible
15205,hierarchical_no_probe,0.837037037037037,0.6020114942528736,0.40324074074074073,0.18955882352941175,0.0,0.3176470588235294,0.2740740740740741,0.4899425287356322,0.732486327097889,0.7067000000000004,0.28,0.74
15205,hierarchical_boundary_probe,0.8604206500956023,0.6062176165803109,0.4522167487684729,0.1635294117647059,0.0651470588235294,0.2985294117647059,0.27151051625239003,0.4727979274611399,0.7488388098644199,0.7073683823529392,0.28,0.74
15205,hierarchical_recall_guard_probe,0.8828125,0.6035242290748899,0.40997624703087887,0.1826470588235294,0.3138235294117647,0.3095588235294118,0.2421875,0.47577092511013214,0.7385851835892465,0.7275264705882399,0.28,0.74
15205,global_probe,0.89272030651341,0.6072992700729927,0.41920152091254753,0.1797058823529412,0.24911764705882353,0.30941176470588233,0.22988505747126436,0.4583941605839416,0.7502947709196924,0.7367932352941232,0.28,0.74
15206,hierarchical_no_probe,0.8313725490196079,0.6054054054054054,0.41112682696841113,0.1836764705882353,0.0,0.31191176470588233,0.26666666666666666,0.47297297297297297,0.7332314441698542,0.7153685294117662,0.28,0.74
15206,hierarchical_boundary_probe,0.8273809523809523,0.6062246278755075,0.43908629441624364,0.1625,0.06088235294117647,0.2897058823529412,0.2718253968253968,0.4803788903924222,0.733446032882837,0.715745588235293,0.28,0.74
15206,hierarchical_recall_guard_probe,0.8806262230919765,0.6151761517615176,0.43027129938124703,0.17602941176470588,0.31161764705882355,0.3089705882352941,0.2465753424657534,0.462059620596206,0.7426401387979571,0.7211486764705917,0.28,0.74
15206,global_probe,0.8620037807183365,0.6189821182943603,0.4575757575757576,0.15794117647058822,0.23808823529411766,0.2911764705882353,0.24007561436672967,0.4621733149931224,0.7462508474006916,0.7277360294117684,0.28,0.74
15207,hierarchical_no_probe,0.8434237995824635,0.6161335187760779,0.3872885230909922,0.19705882352941176,0.0,0.3216176470588235,0.2651356993736952,0.44923504867872044,0.7355175857837615,0.7300267647058831,0.28,0.74
15207,hierarchical_boundary_probe,0.8647540983606558,0.6010230179028133,0.4374693477194703,0.1686764705882353,0.06264705882352942,0.2998529411764706,0.26024590163934425,0.4744245524296675,0.7487501340716948,0.7175005882352953,0.28,0.74
15207,hierarchical_recall_guard_probe,0.8712871287128713,0.603988603988604,0.42751113310242456,0.1701470588235294,0.30014705882352943,0.29720588235294115,0.2396039603960396,0.49002849002849,0.7386543246726326,0.7261295588235325,0.28,0.74
15207,global_probe,0.884,0.6063977746870653,0.40704682429299954,0.18808823529411764,0.24382352941176472,0.31720588235294117,0.214,0.47009735744089015,0.7461719640568328,0.7381400000000055,0.28,0.7260000000000004
15208,hierarchical_no_probe,0.844731977818854,0.6039325842696629,0.40650779101741524,0.19044117647058822,0.0,0.32088235294117645,0.25693160813308685,0.4606741573033708,0.7384518242864737,0.7190076470588251,0.28,0.6980000000000004
15208,hierarchical_boundary_probe,0.8502994011976048,0.5994152046783626,0.42915811088295686,0.1635294117647059,0.06308823529411765,0.28647058823529414,0.2754491017964072,0.49707602339181284,0.7399221892654594,0.7199416176470598,0.28,0.2819999999999996
15208,hierarchical_recall_guard_probe,0.8760162601626016,0.6045197740112994,0.41699029126213594,0.17661764705882352,0.30220588235294116,0.3029411764705882,0.22967479674796748,0.4576271186440678,0.7396735406299847,0.7388213235294148,0.28,0.74
15208,global_probe,0.8648111332007953,0.6034732272069464,0.39371534195933455,0.19294117647058823,0.23426470588235293,0.31823529411764706,0.23658051689860835,0.46599131693198265,0.7331568781439193,0.7324527941176519,0.28,0.74
15209,hierarchical_no_probe,0.8199233716475096,0.6073446327683616,0.3953917050691244,0.19294117647058823,0.0,0.3191176470588235,0.3045977011494253,0.4675141242937853,0.7210519542595795,0.6998264705882362,0.28,0.74
15209,hierarchical_boundary_probe,0.8580121703853956,0.6081632653061224,0.45502092050209203,0.15323529411764705,0.058529411764705885,0.2811764705882353,0.2413793103448276,0.46802721088435373,0.7535733515221121,0.7375414705882339,0.28,0.74
15209,hierarchical_recall_guard_probe,0.8586278586278586,0.6042857142857143,0.39961759082217974,0.18470588235294116,0.3088235294117647,0.3076470588235294,0.2702702702702703,0.4614285714285714,0.7238234451920876,0.7223252941176517,0.28,0.74
15209,global_probe,0.8710280373831776,0.6005747126436781,0.42337164750957856,0.17705882352941177,0.2451470588235294,0.3070588235294118,0.2542056074766355,0.47126436781609193,0.7382763815957148,0.7183960294117647,0.28,0.74
15210,hierarchical_no_probe,0.8664122137404581,0.6025280898876404,0.40301232314011864,0.1923529411764706,0.0,0.3222058823529412,0.2366412213740458,0.4845505617977528,0.749087108710099,0.7258420588235306,0.28,0.74
15210,hierarchical_boundary_probe,0.8547486033519553,0.6025280898876404,0.441351888667992,0.1652941176470588,0.06220588235294117,0.2958823529411765,0.24581005586592178,0.46629213483146065,0.7474292007935694,0.7275966176470604,0.28,0.74
15210,hierarchical_recall_guard_probe,0.8687872763419483,0.6162624821683309,0.4112636062470421,0.18294117647058825,0.31338235294117645,0.31073529411764705,0.23061630218687873,0.4607703281027104,0.7362985429991823,0.7348739705882389,0.28,0.74
15210,global_probe,0.8676470588235294,0.6071942446043166,0.4199154532644434,0.18161764705882352,0.23588235294117646,0.31308823529411767,0.2702205882352941,0.5007194244604316,0.7356098308290069,0.7008667647058826,0.28,0.74
15211,hierarchical_no_probe,0.8514644351464435,0.611764705882353,0.40716612377850164,0.18735294117647058,0.0,0.3160294117647059,0.25732217573221755,0.46405228758169936,0.7428867178261598,0.7242814705882353,0.28,0.74
15211,hierarchical_boundary_probe,0.8532608695652174,0.5991379310344828,0.4234620886981402,0.17779411764705882,0.06602941176470588,0.3083823529411765,0.2463768115942029,0.4827586206896552,0.7422099327387556,0.7198848529411774,0.28,0.4979999999999998
15211,hierarchical_recall_guard_probe,0.8918918918918919,0.6062407132243685,0.40166204986149584,0.19058823529411764,0.3098529411764706,0.3185294117647059,0.23166023166023167,0.4650817236255572,0.7423765678918752,0.7333236764705935,0.28,0.6119999999999999
15211,global_probe,0.8688524590163934,0.6017316017316018,0.43866535819430813,0.16823529411764707,0.24573529411764705,0.29970588235294116,0.21493624772313297,0.4862914862914863,0.7452482424255452,0.7329548529411799,0.28,0.3880000000000001
15212,hierarchical_no_probe,0.8468992248062015,0.6008583690987125,0.400093370681606,0.1889705882352941,0.0,0.315,0.26356589147286824,0.48497854077253216,0.7373231195695498,0.7181488235294141,0.28,0.74
15212,hierarchical_boundary_probe,0.8502772643253235,0.6010854816824966,0.4295908658420552,0.1763235294117647,0.06323529411764706,0.30911764705882355,0.2902033271719039,0.4843962008141113,0.7371819794548595,0.6942973529411753,0.28,0.74
15212,hierarchical_recall_guard_probe,0.8599605522682445,0.603641456582633,0.4158273381294964,0.17911764705882352,0.30558823529411766,0.30661764705882355,0.2702169625246548,0.47619047619047616,0.7273087980175255,0.7113617647058813,0.28,0.45799999999999974
15212,global_probe,0.8671454219030521,0.6026200873362445,0.4129834254143646,0.1875,0.25176470588235295,0.31941176470588234,0.2710951526032316,0.47307132459970885,0.7320506700657632,0.7037929411764684,0.28,0.6019999999999999
15213,hierarchical_no_probe,0.8435517970401691,0.6119610570236439,0.39059590316573556,0.1925,0.0,0.31588235294117645,0.2769556025369979,0.4714881780250348,0.7344042780194173,0.7218423529411777,0.28,0.74
15213,hierarchical_boundary_probe,0.8657314629258517,0.6033755274261603,0.4224730127576055,0.17308823529411765,0.06294117647058824,0.29970588235294116,0.24649298597194388,0.4767932489451477,0.7486290681688277,0.7314364705882374,0.28,0.74
15213,hierarchical_recall_guard_probe,0.8508604206500956,0.6318758815232722,0.44627686156921537,0.16294117647058823,0.3135294117647059,0.29426470588235293,0.26195028680688337,0.44992947813822287,0.7344003615666866,0.721983235294119,0.28,0.74
15213,global_probe,0.8484848484848485,0.6029411764705882,0.4425813008130081,0.1613235294117647,0.23941176470588235,0.28941176470588237,0.26262626262626265,0.45989304812834225,0.7327833963740709,0.7215805882352956,0.28,0.74
15214,hierarchical_no_probe,0.826530612244898,0.6005434782608695,0.3956095282578235,0.19029411764705884,0.0,0.3148529411764706,0.2795918367346939,0.49592391304347827,0.7260347154478224,0.7078273529411775,0.28,0.74
15214,hierarchical_boundary_probe,0.875,0.6021947873799726,0.4483450351053159,0.16176470588235295,0.05985294117647059,0.29323529411764704,0.22884615384615384,0.46502057613168724,0.7593902853751779,0.7373983823529412,0.28,0.74
