seed,model,phase,TF,R,I,Align,H
12459,ethicalsense_fed_thirdfactor,6,0.95,0.5,0.32,0.4,0.64
12459,ethicalsense_plus_idealgap,1,0.4448149993115721,0.5660482599241995,0.755368653904228,0.791831788513805,0.3880886059644167
12459,ethicalsense_plus_idealgap,2,0.46539754489954477,0.516777008699049,0.8015513903057065,0.833396251275136,0.3608283206493385
12459,ethicalsense_plus_idealgap,3,0.47248916496426835,0.5305926961485978,0.81823755516388,0.848413799647492,0.35081662173443445
12459,ethicalsense_plus_idealgap,4,0.47248916496426835,0.5024547126654917,0.81823755516388,0.848413799647492,0.35081662173443445
12459,ethicalsense_plus_idealgap,5,0.47248916496426835,0.511182988658442,0.81823755516388,0.848413799647492,0.35081662173443445
12459,ethicalsense_plus_idealgap,6,0.47248916496426835,0.5188216096425807,0.81823755516388,0.848413799647492,0.35081662173443445
12460,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12460,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12460,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12460,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12460,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12460,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12460,success_fed_thirdfactor,1,0.95,0.8535000000000089,0.32,0.4,0.64
12460,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12460,success_fed_thirdfactor,3,0.95,0.9375,0.32,0.4,0.64
12460,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12460,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12460,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12460,ethicalsense_fed_thirdfactor,1,0.95,0.5051799999999997,0.32,0.4,0.64
12460,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12460,ethicalsense_fed_thirdfactor,3,0.95,0.5040199999999997,0.32,0.4,0.64
12460,ethicalsense_fed_thirdfactor,4,0.95,0.5065799999999996,0.32,0.4,0.64
12460,ethicalsense_fed_thirdfactor,5,0.95,0.5013999999999998,0.32,0.4,0.64
12460,ethicalsense_fed_thirdfactor,6,0.95,0.5041399999999996,0.32,0.4,0.64
12460,ethicalsense_plus_idealgap,1,0.4508826105313809,0.6285241652944679,0.7728880432992135,0.8075992389692919,0.37692844090480904
12460,ethicalsense_plus_idealgap,2,0.4755528954230016,0.7101495171796501,0.830935772455968,0.8598421952103711,0.3420998034107564
12460,ethicalsense_plus_idealgap,3,0.4878508143929459,0.7897079536831073,0.8598720523852491,0.8858848471467237,0.32473803545318786
12460,ethicalsense_plus_idealgap,4,0.5020547060230797,0.9395198183824058,0.8932929738679168,0.9159636764811245,0.3046854825635873
12460,ethicalsense_plus_idealgap,5,0.5020547060230797,0.9328795762256139,0.8932929738679168,0.9159636764811245,0.3046854825635873
12460,ethicalsense_plus_idealgap,6,0.5020547060230797,0.94,0.8932929738679168,0.9159636764811245,0.3046854825635873
12461,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12461,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12461,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12461,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12461,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12461,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12461,success_fed_thirdfactor,1,0.95,0.8110000000000098,0.32,0.4,0.64
12461,success_fed_thirdfactor,2,0.95,0.9280000000000003,0.32,0.4,0.64
12461,success_fed_thirdfactor,3,0.95,0.9270000000000005,0.32,0.4,0.64
12461,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12461,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12461,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12461,ethicalsense_fed_thirdfactor,1,0.95,0.5090799999999995,0.32,0.4,0.64
12461,ethicalsense_fed_thirdfactor,2,0.95,0.5013399999999999,0.32,0.4,0.64
12461,ethicalsense_fed_thirdfactor,3,0.95,0.5026199999999998,0.32,0.4,0.64
12461,ethicalsense_fed_thirdfactor,4,0.95,0.5038999999999998,0.32,0.4,0.64
12461,ethicalsense_fed_thirdfactor,5,0.95,0.50128,0.32,0.4,0.64
12461,ethicalsense_fed_thirdfactor,6,0.95,0.5,0.32,0.4,0.64
12461,ethicalsense_plus_idealgap,1,0.44858532183350147,0.596897821623093,0.7492747333504639,0.7863472600154177,0.39473801182951157
12461,ethicalsense_plus_idealgap,2,0.47662411845193664,0.6512182301796436,0.8152483724526643,0.8457235352073984,0.35515382836819126
12461,ethicalsense_plus_idealgap,3,0.49346907554454095,0.6695905559415172,0.8531389502819522,0.8798250552537576,0.3327684047365746
12461,ethicalsense_plus_idealgap,4,0.49622732547601434,0.6954376512287991,0.8596289501207132,0.8856660551086424,0.328874404833318
12461,ethicalsense_plus_idealgap,5,0.49898596911907545,0.7326063216385214,0.8661198763396804,0.8915078887057128,0.3249798491019376
12461,ethicalsense_plus_idealgap,6,0.5051705241336598,0.8311476415194595,0.8806717704916434,0.9046045934424797,0.3162487126107598
12462,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12462,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12462,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12462,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12462,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12462,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12462,success_fed_thirdfactor,1,0.95,0.7495000000000096,0.32,0.4,0.64
12462,success_fed_thirdfactor,2,0.95,0.94,0.32,0.4,0.64
12462,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12462,success_fed_thirdfactor,4,0.95,0.9380000000000001,0.32,0.4,0.64
12462,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12462,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12462,ethicalsense_fed_thirdfactor,1,0.95,0.50128,0.32,0.4,0.64
12462,ethicalsense_fed_thirdfactor,2,0.95,0.5064599999999997,0.32,0.4,0.64
12462,ethicalsense_fed_thirdfactor,3,0.95,0.5026199999999998,0.32,0.4,0.64
12462,ethicalsense_fed_thirdfactor,4,0.95,0.5038999999999998,0.32,0.4,0.64
12462,ethicalsense_fed_thirdfactor,5,0.95,0.5026199999999998,0.32,0.4,0.64
12462,ethicalsense_fed_thirdfactor,6,0.95,0.5013999999999998,0.32,0.4,0.64
12462,ethicalsense_plus_idealgap,1,0.4450725287537784,0.6693027903981721,0.7714919298388071,0.8063427368549267,0.3753111755424968
12462,ethicalsense_plus_idealgap,2,0.47270515232842963,0.7721453629957252,0.836509867661516,0.8648588808953649,0.33630041284887136
12462,ethicalsense_plus_idealgap,3,0.4861051785664408,0.8547776602166346,0.8680393411627187,0.8932354070464472,0.3173827287481497
12462,ethicalsense_plus_idealgap,4,0.49772832247641063,0.9338405384664786,0.8936923109856446,0.9163230798870807,0.30233006767097115
12462,ethicalsense_plus_idealgap,5,0.49772832247641063,0.9385,0.8936923109856446,0.9163230798870807,0.30233006767097115
12462,ethicalsense_plus_idealgap,6,0.49772832247641063,0.9396810769329569,0.8936923109856446,0.9163230798870807,0.30233006767097115
12463,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12463,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12463,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12463,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12463,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12463,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12463,success_fed_thirdfactor,1,0.95,0.9065000000000089,0.32,0.4,0.64
12463,success_fed_thirdfactor,2,0.95,0.9370000000000003,0.32,0.4,0.64
12463,success_fed_thirdfactor,3,0.95,0.9375,0.32,0.4,0.64
12463,success_fed_thirdfactor,4,0.95,0.9380000000000001,0.32,0.4,0.64
12463,success_fed_thirdfactor,5,0.95,0.9375,0.32,0.4,0.64
12463,success_fed_thirdfactor,6,0.95,0.9340000000000003,0.32,0.4,0.64
12463,ethicalsense_fed_thirdfactor,1,0.95,0.50128,0.32,0.4,0.64
12463,ethicalsense_fed_thirdfactor,2,0.95,0.50128,0.32,0.4,0.64
12463,ethicalsense_fed_thirdfactor,3,0.95,0.5001199999999999,0.32,0.4,0.64
12463,ethicalsense_fed_thirdfactor,4,0.95,0.5063999999999997,0.32,0.4,0.64
12463,ethicalsense_fed_thirdfactor,5,0.95,0.5077399999999996,0.32,0.4,0.64
12463,ethicalsense_fed_thirdfactor,6,0.95,0.50006,0.32,0.4,0.64
12463,ethicalsense_plus_idealgap,1,0.43756678644288416,0.5605888237587712,0.7491541499903047,0.7862387349912745,0.3896492853926428
12463,ethicalsense_plus_idealgap,2,0.4618435682561891,0.5616435687727506,0.7999156952740962,0.8319241257466866,0.3604644170777533
12463,ethicalsense_plus_idealgap,3,0.47225000637528824,0.531204082244545,0.8226596693461545,0.852393702411539,0.3471663851702709
12463,ethicalsense_plus_idealgap,4,0.47225000637528824,0.501847244289386,0.8226596693461545,0.852393702411539,0.3471663851702709
12463,ethicalsense_plus_idealgap,5,0.47225000637528824,0.5033398950401924,0.8226596693461545,0.852393702411539,0.3471663851702709
12463,ethicalsense_plus_idealgap,6,0.47225000637528824,0.5024679790080384,0.8226596693461545,0.852393702411539,0.3471663851702709
12464,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12464,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12464,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12464,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12464,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12464,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12464,success_fed_thirdfactor,1,0.95,0.8340000000000087,0.32,0.4,0.64
12464,success_fed_thirdfactor,2,0.95,0.94,0.32,0.4,0.64
12464,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12464,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12464,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12464,success_fed_thirdfactor,6,0.95,0.9375,0.32,0.4,0.64
12464,ethicalsense_fed_thirdfactor,1,0.95,0.5038399999999998,0.32,0.4,0.64
12464,ethicalsense_fed_thirdfactor,2,0.95,0.5013399999999999,0.32,0.4,0.64
12464,ethicalsense_fed_thirdfactor,3,0.95,0.5026199999999998,0.32,0.4,0.64
12464,ethicalsense_fed_thirdfactor,4,0.95,0.50128,0.32,0.4,0.64
12464,ethicalsense_fed_thirdfactor,5,0.95,0.50128,0.32,0.4,0.64
12464,ethicalsense_fed_thirdfactor,6,0.95,0.5025599999999999,0.32,0.4,0.64
12464,ethicalsense_plus_idealgap,1,0.4516813486780887,0.6165490464285696,0.7721547450337024,0.8069392705303322,0.3778909562921385
12464,ethicalsense_plus_idealgap,2,0.48104568164664163,0.6410925531837578,0.8308743858730145,0.8597869472857134,0.34473375325294897
12464,ethicalsense_plus_idealgap,3,0.49209960875708536,0.7083877613757815,0.8568836261328822,0.8831952635195941,0.3291282090970285
12464,ethicalsense_plus_idealgap,4,0.49969910653966393,0.7978688325837252,0.8747647973860081,0.8992883176474077,0.318399506345153
12464,ethicalsense_plus_idealgap,5,0.5078939557011064,0.9323249276477477,0.8924420427434439,0.9151978384690999,0.30811410966458896
12464,ethicalsense_plus_idealgap,6,0.5078939557011064,0.94,0.8924420427434439,0.9151978384690999,0.30811410966458896
12465,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12465,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12465,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12465,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12465,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12465,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12465,success_fed_thirdfactor,1,0.95,0.7240000000000097,0.32,0.4,0.64
12465,success_fed_thirdfactor,2,0.95,0.9360000000000005,0.32,0.4,0.64
12465,success_fed_thirdfactor,3,0.95,0.9375,0.32,0.4,0.64
12465,success_fed_thirdfactor,4,0.95,0.935,0.32,0.4,0.64
12465,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12465,success_fed_thirdfactor,6,0.95,0.9360000000000002,0.32,0.4,0.64
12465,ethicalsense_fed_thirdfactor,1,0.95,0.5038399999999998,0.32,0.4,0.64
12465,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12465,ethicalsense_fed_thirdfactor,3,0.95,0.5014599999999998,0.32,0.4,0.64
12465,ethicalsense_fed_thirdfactor,4,0.95,0.5025599999999999,0.32,0.4,0.64
12465,ethicalsense_fed_thirdfactor,5,0.95,0.5,0.32,0.4,0.64
12465,ethicalsense_fed_thirdfactor,6,0.95,0.5042599999999995,0.32,0.4,0.64
12465,ethicalsense_plus_idealgap,1,0.43617001954729745,0.5505370889711381,0.7408793155431413,0.7787913839888271,0.3956118508818621
12465,ethicalsense_plus_idealgap,2,0.46151404081414915,0.5490948068791772,0.8005123067592627,0.8324610760833363,0.35983205615218933
12465,ethicalsense_plus_idealgap,3,0.4725456211977734,0.5199039474562166,0.8246028735532982,0.8541425861979685,0.34575093466219586
12465,ethicalsense_plus_idealgap,4,0.4725456211977734,0.5327586181428785,0.8246028735532982,0.8541425861979685,0.34575093466219586
12465,ethicalsense_plus_idealgap,5,0.4725456211977734,0.5,0.8246028735532982,0.8541425861979685,0.34575093466219586
12465,ethicalsense_plus_idealgap,6,0.4725456211977734,0.5037107129309899,0.8246028735532982,0.8541425861979685,0.34575093466219586
12466,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12466,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12466,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12466,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12466,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12466,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12466,success_fed_thirdfactor,1,0.95,0.8485000000000094,0.32,0.4,0.64
12466,success_fed_thirdfactor,2,0.95,0.94,0.32,0.4,0.64
12466,success_fed_thirdfactor,3,0.95,0.9210000000000008,0.32,0.4,0.64
12466,success_fed_thirdfactor,4,0.95,0.9220000000000006,0.32,0.4,0.64
12466,success_fed_thirdfactor,5,0.95,0.9375,0.32,0.4,0.64
12466,success_fed_thirdfactor,6,0.95,0.9250000000000006,0.32,0.4,0.64
12466,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12466,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12466,ethicalsense_fed_thirdfactor,3,0.95,0.5076799999999997,0.32,0.4,0.64
12466,ethicalsense_fed_thirdfactor,4,0.95,0.50006,0.32,0.4,0.64
12466,ethicalsense_fed_thirdfactor,5,0.95,0.5051199999999998,0.32,0.4,0.64
12466,ethicalsense_fed_thirdfactor,6,0.95,0.50006,0.32,0.4,0.64
12466,ethicalsense_plus_idealgap,1,0.44238478949566484,0.5562059520001891,0.7566460651740174,0.792981458656616,0.385923048799922
12466,ethicalsense_plus_idealgap,2,0.4609016288231859,0.583402154462464,0.7982325100919542,0.830409259082759,0.36136769960793563
12466,ethicalsense_plus_idealgap,3,0.47111149196537083,0.5752732133838127,0.8222557174853306,0.8520301457367977,0.3469537751719099
12466,ethicalsense_plus_idealgap,4,0.4858922513675389,0.6776770489189375,0.8537280180563765,0.8803552162507389,0.3287315861984461
12466,ethicalsense_plus_idealgap,5,0.4893263039752264,0.7078902570468859,0.8618081418391708,0.8876273276552537,0.32388351192876963
12466,ethicalsense_plus_idealgap,6,0.49410401008509397,0.7865193397133309,0.8730498032741532,0.897744822946738,0.3171385150677802
12467,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12467,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12467,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12467,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12467,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12467,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12467,success_fed_thirdfactor,1,0.95,0.7780000000000095,0.32,0.4,0.64
12467,success_fed_thirdfactor,2,0.95,0.9370000000000003,0.32,0.4,0.64
12467,success_fed_thirdfactor,3,0.95,0.9310000000000003,0.32,0.4,0.64
12467,success_fed_thirdfactor,4,0.95,0.9350000000000004,0.32,0.4,0.64
12467,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12467,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12467,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12467,ethicalsense_fed_thirdfactor,2,0.95,0.5026799999999998,0.32,0.4,0.64
12467,ethicalsense_fed_thirdfactor,3,0.95,0.5029199999999996,0.32,0.4,0.64
12467,ethicalsense_fed_thirdfactor,4,0.95,0.5038399999999998,0.32,0.4,0.64
12467,ethicalsense_fed_thirdfactor,5,0.95,0.5025599999999999,0.32,0.4,0.64
12467,ethicalsense_fed_thirdfactor,6,0.95,0.5013399999999999,0.32,0.4,0.64
12467,ethicalsense_plus_idealgap,1,0.4403452903992525,0.5289647061557887,0.7336409244514663,0.7722768320063196,0.403367397097299
12467,ethicalsense_plus_idealgap,2,0.4684062754260842,0.5,0.795454652895651,0.8279091876060862,0.36712158376634274
12467,ethicalsense_plus_idealgap,3,0.47822463030064044,0.5188988055483317,0.8169010547275384,0.8472109492547848,0.3545848645947418
12467,ethicalsense_plus_idealgap,4,0.4795920997686543,0.5361434052369445,0.8201186299463945,0.8501067669517554,0.3526543194634282
12467,ethicalsense_plus_idealgap,5,0.48164590178828,0.527587271719395,0.8249511052866902,0.8544559947580216,0.34975483425925075
12467,ethicalsense_plus_idealgap,6,0.48164590178828,0.5210725063696218,0.8249511052866902,0.8544559947580216,0.34975483425925075
12468,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12468,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12468,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12468,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12468,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12468,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12468,success_fed_thirdfactor,1,0.95,0.7755000000000095,0.32,0.4,0.64
12468,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12468,success_fed_thirdfactor,3,0.95,0.9375,0.32,0.4,0.64
12468,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12468,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12468,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12468,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12468,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12468,ethicalsense_fed_thirdfactor,3,0.95,0.5115199999999995,0.32,0.4,0.64
12468,ethicalsense_fed_thirdfactor,4,0.95,0.5038399999999998,0.32,0.4,0.64
12468,ethicalsense_fed_thirdfactor,5,0.95,0.5,0.32,0.4,0.64
12468,ethicalsense_fed_thirdfactor,6,0.95,0.50128,0.32,0.4,0.64
12468,ethicalsense_plus_idealgap,1,0.4507517374727256,0.6177166894644788,0.7805931019746416,0.8145337917771781,0.370702806642745
12468,ethicalsense_plus_idealgap,2,0.47223380647008295,0.6276625938380451,0.8250933200859824,0.8545839880773847,0.3452118410936054
12468,ethicalsense_plus_idealgap,3,0.48340696685070816,0.6883066732946235,0.8495916750179995,0.8766325075162001,0.3308711149741683
12468,ethicalsense_plus_idealgap,4,0.4917318747542838,0.747820397160701,0.8675788563906579,0.8928209707515926,0.3203989735953713
12468,ethicalsense_plus_idealgap,5,0.5000509982032765,0.8930649300933359,0.8871532645059347,0.910437938055342,0.3086543287262052
12468,ethicalsense_plus_idealgap,6,0.5027887260004767,0.9377019623272749,0.8935949769699354,0.9162354792729427,0.30478930124780473
12469,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12469,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12469,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12469,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12469,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12469,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12469,success_fed_thirdfactor,1,0.95,0.94,0.32,0.4,0.64
12469,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12469,success_fed_thirdfactor,3,0.95,0.9375,0.32,0.4,0.64
12469,success_fed_thirdfactor,4,0.95,0.9375,0.32,0.4,0.64
12469,success_fed_thirdfactor,5,0.95,0.9355000000000001,0.32,0.4,0.64
12469,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12469,ethicalsense_fed_thirdfactor,1,0.95,0.5026799999999998,0.32,0.4,0.64
12469,ethicalsense_fed_thirdfactor,2,0.95,0.5026799999999998,0.32,0.4,0.64
12469,ethicalsense_fed_thirdfactor,3,0.95,0.5038999999999998,0.32,0.4,0.64
12469,ethicalsense_fed_thirdfactor,4,0.95,0.5,0.32,0.4,0.64
12469,ethicalsense_fed_thirdfactor,5,0.95,0.5041999999999995,0.32,0.4,0.64
12469,ethicalsense_fed_thirdfactor,6,0.95,0.5,0.32,0.4,0.64
12469,ethicalsense_plus_idealgap,1,0.4464246853516101,0.6014437241951067,0.7652875229691957,0.8007587706722762,0.3809110100254004
12469,ethicalsense_plus_idealgap,2,0.4661177433176965,0.5626103856294079,0.8098415614536537,0.8408574053082886,0.3545351006336388
12469,ethicalsense_plus_idealgap,3,0.4841301797080068,0.6000314679868586,0.8424577949461218,0.8702120154515097,0.3369185544939279
12469,ethicalsense_plus_idealgap,4,0.48755069403418433,0.6448522857962973,0.848904275928375,0.8760138483355376,0.3333710235086795
12469,ethicalsense_plus_idealgap,5,0.4896095357724514,0.6733758955326657,0.85374860943018,0.8803737484871622,0.3304644234075965
12469,ethicalsense_plus_idealgap,6,0.4964727616647343,0.7465519685912545,0.8698973762355514,0.8949076386119965,0.3207751633243736
12470,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12470,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12470,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12470,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12470,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12470,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12470,success_fed_thirdfactor,1,0.95,0.7960000000000088,0.32,0.4,0.64
12470,success_fed_thirdfactor,2,0.95,0.9355000000000004,0.32,0.4,0.64
12470,success_fed_thirdfactor,3,0.95,0.9375000000000003,0.32,0.4,0.64
12470,success_fed_thirdfactor,4,0.95,0.9380000000000001,0.32,0.4,0.64
12470,success_fed_thirdfactor,5,0.95,0.9375,0.32,0.4,0.64
12470,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12470,ethicalsense_fed_thirdfactor,1,0.95,0.5013999999999998,0.32,0.4,0.64
12470,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12470,ethicalsense_fed_thirdfactor,3,0.95,0.5025599999999999,0.32,0.4,0.64
12470,ethicalsense_fed_thirdfactor,4,0.95,0.50006,0.32,0.4,0.64
12470,ethicalsense_fed_thirdfactor,5,0.95,0.5,0.32,0.4,0.64
12470,ethicalsense_fed_thirdfactor,6,0.95,0.50128,0.32,0.4,0.64
12470,ethicalsense_plus_idealgap,1,0.4486054584710094,0.601533845683059,0.7688881781242124,0.8039993603117909,0.3790567320752227
12470,ethicalsense_plus_idealgap,2,0.46435431446329234,0.5807077082314454,0.8059443098707605,0.837349878883684,0.35682305302729395
12470,ethicalsense_plus_idealgap,3,0.47852151247262625,0.5928477942876663,0.8375851510997646,0.8658266359897878,0.33817729675436525
12470,ethicalsense_plus_idealgap,4,0.47852151247262625,0.5821871168841048,0.8375851510997646,0.8658266359897878,0.33817729675436525
12470,ethicalsense_plus_idealgap,5,0.47852151247262625,0.562975417667346,0.8375851510997646,0.8658266359897878,0.33817729675436525
12470,ethicalsense_plus_idealgap,6,0.47852151247262625,0.5249180525508423,0.8375851510997646,0.8658266359897878,0.33817729675436525
12471,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12471,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12471,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12471,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12471,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12471,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12471,success_fed_thirdfactor,1,0.95,0.9025000000000084,0.32,0.4,0.64
12471,success_fed_thirdfactor,2,0.95,0.94,0.32,0.4,0.64
12471,success_fed_thirdfactor,3,0.95,0.9375,0.32,0.4,0.64
12471,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12471,success_fed_thirdfactor,5,0.95,0.9325000000000001,0.32,0.4,0.64
12471,success_fed_thirdfactor,6,0.95,0.9375,0.32,0.4,0.64
12471,ethicalsense_fed_thirdfactor,1,0.95,0.5055399999999994,0.32,0.4,0.64
12471,ethicalsense_fed_thirdfactor,2,0.95,0.50128,0.32,0.4,0.64
12471,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12471,ethicalsense_fed_thirdfactor,4,0.95,0.50006,0.32,0.4,0.64
12471,ethicalsense_fed_thirdfactor,5,0.95,0.5013999999999998,0.32,0.4,0.64
12471,ethicalsense_fed_thirdfactor,6,0.95,0.5013399999999999,0.32,0.4,0.64
12471,ethicalsense_plus_idealgap,1,0.4398918602887274,0.6259412702560654,0.7523366061983121,0.7891029455784812,0.3881974728242806
12471,ethicalsense_plus_idealgap,2,0.4682580747697916,0.667359821566955,0.8131040473716924,0.8437936426345236,0.352932326700195
12471,ethicalsense_plus_idealgap,3,0.4818604543769373,0.724437848677913,0.8430079528675506,0.870707157580796,0.3354103221186358
12471,ethicalsense_plus_idealgap,4,0.49198356773263785,0.8092776127971225,0.8668270431162577,0.8921443388046323,0.32111886796941147
12471,ethicalsense_plus_idealgap,5,0.501132134606151,0.893936512859977,0.8883530828186417,0.911517774536778,0.30820324414798117
12471,ethicalsense_plus_idealgap,6,0.5031831281774944,0.9365193052752042,0.8931789500453321,0.9158610550407994,0.30530772381196697
12472,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12472,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12472,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12472,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12472,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12472,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12472,success_fed_thirdfactor,1,0.95,0.94,0.32,0.4,0.64
12472,success_fed_thirdfactor,2,0.95,0.9265000000000008,0.32,0.4,0.64
12472,success_fed_thirdfactor,3,0.95,0.935,0.32,0.4,0.64
12472,success_fed_thirdfactor,4,0.95,0.9390000000000005,0.32,0.4,0.64
12472,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12472,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12472,ethicalsense_fed_thirdfactor,1,0.95,0.5025599999999999,0.32,0.4,0.64
12472,ethicalsense_fed_thirdfactor,2,0.95,0.5026199999999998,0.32,0.4,0.64
12472,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12472,ethicalsense_fed_thirdfactor,4,0.95,0.50128,0.32,0.4,0.64
