seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q,mean_Q
18607,simple_calibrated_learner,0.7604166666666666,0.40625,0.21524663677130046,0.648564999999996,0.7947668467233574,0.8215090920017305
18607,simple_two_signal_learner,0.8125,0.3645833333333333,0.19013452914798207,0.6707491666666634,0.8737764583632129,0.8680357334459743
18608,tdc_full,0.8514851485148515,0.24752475247524752,0.18896925858951175,0.701876666666663,0.9082325033132326,0.818533480978545
18608,simple_success_learner,0.6435643564356436,0.42574257425742573,0.34177215189873417,0.5818549999999939,0.5944349343860534,0.6123557039714788
18608,simple_calibrated_learner,0.8118811881188119,0.27722772277227725,0.19439421338155516,0.704460833333329,0.8132283603504951,0.8165369460304561
18608,simple_two_signal_learner,0.8415841584158416,0.25742574257425743,0.16726943942133815,0.7375216666666637,0.8747231778141721,0.8715379527292338
18609,tdc_full,0.8255813953488372,0.3953488372093023,0.16348773841961853,0.6863374999999969,0.9052411366448215,0.8432135298558426
18609,simple_success_learner,0.6162790697674418,0.5348837209302325,0.3460490463215259,0.5784699999999946,0.5750727750094184,0.6183949701327234
18609,simple_calibrated_learner,0.7790697674418605,0.43023255813953487,0.17892824704813806,0.7027641666666633,0.8850155544216484,0.8433044876360063
18609,simple_two_signal_learner,0.8372093023255814,0.3953488372093023,0.14895549500454133,0.7255199999999973,0.9064915864258953,0.8885797484601899
18610,tdc_full,0.7978723404255319,0.3617021276595745,0.18253275109170305,0.6906641666666634,0.9052834984175864,0.8356911662320522
18610,simple_success_learner,0.6063829787234043,0.5,0.36069868995633186,0.5848174999999947,0.5780629567457451,0.6110592497236127
18610,simple_calibrated_learner,0.776595744680851,0.3829787234042553,0.2331877729257642,0.6873433333333296,0.8164044309037574,0.8198283252792773
18610,simple_two_signal_learner,0.7978723404255319,0.3617021276595745,0.1947598253275109,0.7124583333333306,0.8605388411426937,0.872719430581337
18611,tdc_full,0.8674698795180723,0.30120481927710846,0.15170008718395817,0.7140316666666636,0.908896480102559,0.8459605250231774
18611,simple_success_learner,0.6987951807228916,0.4457831325301205,0.3435047951176983,0.5678483333333286,0.5812035043626013,0.6166497397693279
18611,simple_calibrated_learner,0.8433734939759037,0.3132530120481928,0.17088055797733218,0.7066474999999967,0.8188052551315639,0.8376320929730231
18611,simple_two_signal_learner,0.8554216867469879,0.30120481927710846,0.15170008718395817,0.7308383333333307,0.8609113371924807,0.879159997865256
18612,tdc_full,0.7980769230769231,0.36538461538461536,0.1868421052631579,0.671396666666663,0.9047791720934639,0.8398798377414906
18612,simple_success_learner,0.5576923076923077,0.5673076923076923,0.36578947368421055,0.5376191666666623,0.5854951667986071,0.6118115751173459
18612,simple_calibrated_learner,0.7692307692307693,0.3942307692307692,0.2631578947368421,0.633683333333329,0.7972513337247449,0.7902233579085922
18612,simple_two_signal_learner,0.7884615384615384,0.375,0.19736842105263158,0.6745674999999965,0.8575205356343643,0.8660197381655986
18613,tdc_full,0.8686868686868687,0.26262626262626265,0.17353198948290974,0.7033249999999969,0.9078844167813733,0.8351843856892763
18613,simple_success_learner,0.6767676767676768,0.43434343434343436,0.33917616126205086,0.5744333333333285,0.6006071642387176,0.6119218924181279
18613,simple_calibrated_learner,0.8383838383838383,0.29292929292929293,0.21560035056967572,0.687241666666663,0.8717390009862457,0.8163953831046584
18613,simple_two_signal_learner,0.8484848484848485,0.2828282828282828,0.18843120070113936,0.7086583333333305,0.889049875085842,0.8693471300620484
18614,tdc_full,0.9,0.3,0.1553133514986376,0.6961908333333301,0.908301154672692,0.8417632704122566
18614,simple_success_learner,0.6,0.5545454545454546,0.34150772025431425,0.5493608333333282,0.5803137455291147,0.6121014810128066
18614,simple_calibrated_learner,0.8454545454545455,0.34545454545454546,0.18256130790190736,0.6811166666666633,0.8984764448030149,0.8245939233259364
18614,simple_two_signal_learner,0.9090909090909091,0.2909090909090909,0.16257947320617622,0.7185158333333306,0.9264882283978364,0.881145395388557
18615,tdc_full,0.7708333333333334,0.3333333333333333,0.18411552346570398,0.7041899999999972,0.9067360498128946,0.8347523479580082
18615,simple_success_learner,0.59375,0.4791666666666667,0.3483754512635379,0.5859699999999951,0.5310467528264783,0.6245717435136509
18615,simple_calibrated_learner,0.7083333333333334,0.3854166666666667,0.17689530685920576,0.7046433333333302,0.8486493617822317,0.8393046487796624
18615,simple_two_signal_learner,0.7708333333333334,0.3333333333333333,0.16696750902527077,0.7271158333333311,0.8887755619324429,0.8808833562099231
18616,tdc_full,0.7916666666666666,0.3854166666666667,0.20247568523430592,0.6821374999999964,0.906568148588461,0.8346458301524067
18616,simple_success_learner,0.6979166666666666,0.4375,0.3695844385499558,0.5760233333333279,0.5462563119950374,0.6084312698404651
18616,simple_calibrated_learner,0.78125,0.3958333333333333,0.2519893899204244,0.6795116666666624,0.7758164648066086,0.8023321187466966
