seed,model,ethical_detection_accuracy,transformation_decision_accuracy,false_consolidation_rate,anti_core_capture_rate,overall_component_score
13210,ablate_ethicalsense,0.5677777777777778,0.8527777777777777,0.07555555555555556,0.06555555555555556,0.8015277777777778
13210,ablate_idealgap,0.8388888888888889,0.5894444444444444,0.07666666666666666,0.07777777777777778,0.8143055555555556
13210,ablate_shadow_validation,0.8377777777777777,0.8611111111111112,0.38555555555555554,0.08055555555555556,0.8041111111111111
13210,ablate_core_constraint,0.8455555555555555,0.8511111111111112,0.06388888888888888,0.3411111111111111,0.8322499999999999
13211,full_loop,0.8311111111111111,0.8583333333333333,0.06833333333333333,0.07555555555555556,0.8817222222222222
13211,ablate_ethicalsense,0.5922222222222222,0.855,0.07333333333333333,0.075,0.8080833333333334
13211,ablate_idealgap,0.8305555555555556,0.5883333333333334,0.06833333333333333,0.06722222222222222,0.8157222222222222
13211,ablate_shadow_validation,0.8333333333333334,0.8544444444444445,0.3738888888888889,0.085,0.8031388888888888
13211,ablate_core_constraint,0.8194444444444444,0.8588888888888889,0.07555555555555556,0.33055555555555555,0.8255555555555556
13212,full_loop,0.8461111111111111,0.8683333333333333,0.06222222222222222,0.08166666666666667,0.8890277777777778
13212,ablate_ethicalsense,0.5988888888888889,0.8533333333333334,0.07277777777777777,0.06888888888888889,0.8110277777777779
13212,ablate_idealgap,0.8366666666666667,0.6138888888888889,0.06833333333333333,0.08277777777777778,0.8208333333333333
13212,ablate_shadow_validation,0.8461111111111111,0.8444444444444444,0.385,0.07388888888888889,0.8039166666666666
13212,ablate_core_constraint,0.8344444444444444,0.8727777777777778,0.07111111111111111,0.3388888888888889,0.8329722222222222
13213,full_loop,0.86,0.8711111111111111,0.07277777777777777,0.08277777777777778,0.8910277777777776
13213,ablate_ethicalsense,0.5722222222222222,0.8716666666666667,0.07166666666666667,0.08777777777777777,0.8041111111111112
13213,ablate_idealgap,0.8527777777777777,0.5922222222222222,0.06722222222222222,0.07111111111111111,0.8228611111111112
13213,ablate_shadow_validation,0.8433333333333334,0.8611111111111112,0.365,0.07833333333333334,0.8113611111111111
13213,ablate_core_constraint,0.8283333333333334,0.8533333333333334,0.07444444444444444,0.3388888888888889,0.8254444444444444
13214,full_loop,0.8405555555555555,0.8611111111111112,0.07444444444444444,0.07666666666666666,0.8835
13214,ablate_ethicalsense,0.5733333333333334,0.8694444444444445,0.06166666666666667,0.07277777777777777,0.8093888888888889
13214,ablate_idealgap,0.8377777777777777,0.6077777777777778,0.06111111111111111,0.07611111111111112,0.8227777777777777
