seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,mean_Q,final_Q
18447,simple_static_q084,0.8586956521739131,0.2826086956521739,0.18864292589027912,0.6969928888888853,0.84,0.84
18448,tdc_full,0.7647058823529411,0.35294117647058826,0.1814556331006979,0.7098657777777746,0.8341210610825834,0.9052433179489217
18448,simple_matched_Q,0.7647058823529411,0.35294117647058826,0.1814556331006979,0.7098657777777746,0.8341210610825834,0.9052433179489217
18448,simple_matched_Q_anticapture,0.7647058823529411,0.35294117647058826,0.1814556331006979,0.7098657777777746,0.8341210610825834,0.9052433179489217
18448,simple_static_q084,0.7411764705882353,0.3764705882352941,0.193419740777667,0.7045715555555522,0.84,0.84
18449,tdc_full,0.8586956521739131,0.31521739130434784,0.2041216879293425,0.70371733333333,0.8272640643915525,0.906992295138244
18449,simple_matched_Q,0.8586956521739131,0.31521739130434784,0.2041216879293425,0.70371733333333,0.8272640643915525,0.906992295138244
18449,simple_matched_Q_anticapture,0.8586956521739131,0.31521739130434784,0.2041216879293425,0.70371733333333,0.8272640643915525,0.906992295138244
18449,simple_static_q084,0.8043478260869565,0.358695652173913,0.19528949950932287,0.7054942222222188,0.84,0.84
18450,tdc_full,0.7931034482758621,0.3333333333333333,0.20078740157480315,0.6871235555555514,0.8338302658099301,0.9049715859141172
18450,simple_matched_Q,0.7931034482758621,0.3333333333333333,0.20078740157480315,0.6871235555555514,0.8338302658099301,0.9049715859141172
18450,simple_matched_Q_anticapture,0.7931034482758621,0.3333333333333333,0.20078740157480315,0.6871235555555514,0.8338302658099301,0.9049715859141172
18450,simple_static_q084,0.7586206896551724,0.367816091954023,0.19783464566929135,0.6972222222222183,0.84,0.84
18451,tdc_full,0.8235294117647058,0.32941176470588235,0.17271835132482827,0.7045057777777741,0.8338656291126438,0.9066235691880348
18451,simple_matched_Q,0.8235294117647058,0.32941176470588235,0.17271835132482827,0.7045057777777741,0.8338656291126438,0.9066235691880348
18451,simple_matched_Q_anticapture,0.8235294117647058,0.32941176470588235,0.17271835132482827,0.7045057777777741,0.8338656291126438,0.9066235691880348
18451,simple_static_q084,0.7764705882352941,0.36470588235294116,0.1746810598626104,0.7027875555555517,0.84,0.84
18452,tdc_full,0.7857142857142857,0.36904761904761907,0.19207920792079208,0.6675048888888845,0.8199908799462029,0.9033811140457048
18452,simple_matched_Q,0.7857142857142857,0.36904761904761907,0.19207920792079208,0.6675048888888845,0.8199908799462029,0.9033811140457048
18452,simple_matched_Q_anticapture,0.7857142857142857,0.36904761904761907,0.19207920792079208,0.6675048888888845,0.8199908799462029,0.9033811140457048
18452,simple_static_q084,0.7380952380952381,0.4166666666666667,0.18415841584158416,0.675184888888885,0.84,0.84
18453,tdc_full,0.8651685393258427,0.24719101123595505,0.168141592920354,0.7052986666666629,0.8290567182485443,0.9075907832300841
18453,simple_matched_Q,0.8651685393258427,0.24719101123595505,0.168141592920354,0.7052986666666629,0.8290567182485443,0.9075907832300841
18453,simple_matched_Q_anticapture,0.8651685393258427,0.24719101123595505,0.168141592920354,0.7052986666666629,0.8290567182485443,0.9075907832300841
18453,simple_static_q084,0.7752808988764045,0.3258426966292135,0.16125860373647985,0.7043119999999963,0.84,0.84
18454,tdc_full,0.9042553191489362,0.23404255319148937,0.181640625,0.7193999999999966,0.8323934394390545,0.9092585373443204
18454,simple_matched_Q,0.9042553191489362,0.23404255319148937,0.181640625,0.7193999999999966,0.8323934394390545,0.9092585373443204
18454,simple_matched_Q_anticapture,0.9042553191489362,0.23404255319148937,0.181640625,0.7193999999999966,0.8323934394390545,0.9092585373443204
