seed,model,trap_capture,false_consolidation,final_recall,final_false_alarm,final_violation,trajectory,integrated_score,final_quality
16739,simple_frozen_core,0.19873817034700317,0.0,0.7484662576687117,0.126,0.32515337423312884,0.7474511111111101,0.7989039030498517,0.78
16739,tdc_evidence_validated,0.14953683281870314,0.0,0.86875,0.064,0.29375,0.7689586666666649,0.8601781900720481,0.9137685466234209
16740,simple_time_schedule,0.27244305493523896,0.0,0.8552631578947368,0.072,0.27631578947368424,0.7173337777777768,0.8389071128938618,0.92
16740,simple_anti_capture,0.20552147239263804,0.0,0.8571428571428571,0.12666666666666668,0.2857142857142857,0.7209191111111102,0.8372637583094751,0.78
16740,simple_frozen_core,0.218018018018018,0.0,0.7732558139534884,0.12333333333333334,0.3546511627906977,0.7271182222222212,0.7974087179942733,0.78
16740,tdc_evidence_validated,0.1393258426966292,0.0,0.8181818181818182,0.05,0.30303030303030304,0.791904444444442,0.8480190446487345,0.9132202082567952
16741,simple_time_schedule,0.26393884892086333,0.0,0.845679012345679,0.066,0.2777777777777778,0.7198075555555548,0.8381090115214496,0.92
16741,simple_anti_capture,0.21929026387625114,0.0,0.6909090909090909,0.12866666666666668,0.41818181818181815,0.7350644444444432,0.7591783044714662,0.78
16741,simple_frozen_core,0.21173814898419865,0.0,0.7730061349693251,0.148,0.3312883435582822,0.7259422222222212,0.7983985198102421,0.78
16741,tdc_evidence_validated,0.15152857775808595,0.0,0.88,0.051333333333333335,0.25333333333333335,0.7669768888888874,0.8735584080027569,0.9131639239837099
16742,simple_time_schedule,0.27862254025044725,0.0,0.7959183673469388,0.06266666666666666,0.2857142857142857,0.7154853333333324,0.8199649107594952,0.92
16742,simple_anti_capture,0.2158176943699732,0.0,0.7810650887573964,0.12066666666666667,0.3727810650887574,0.729812888888888,0.7970213519532267,0.78
16742,simple_frozen_core,0.2236024844720497,0.0,0.7247191011235955,0.10066666666666667,0.37640449438202245,0.700765777777778,0.7807411147456984,0.78
16742,tdc_evidence_validated,0.14531802120141343,0.0,0.8742138364779874,0.05533333333333333,0.27672955974842767,0.7728693333333317,0.8675284893588461,0.9133376542919212
16743,simple_time_schedule,0.26825969341749323,0.0,0.8300653594771242,0.058,0.2549019607843137,0.7152462222222218,0.8386527074967143,0.92
16743,simple_anti_capture,0.21441441441441442,0.0,0.6962025316455697,0.12,0.4050632911392405,0.7023768888888886,0.7643251588033604,0.78
16743,simple_frozen_core,0.21898790864308107,0.0,0.7716049382716049,0.12333333333333334,0.35185185185185186,0.7237906666666655,0.7972044305677464,0.78
16743,tdc_evidence_validated,0.13389306230667256,0.0,0.8260869565217391,0.048,0.30434782608695654,0.7685844444444423,0.8503148707939739,0.9125816651359382
16744,simple_time_schedule,0.25375110326566636,0.0,0.8322147651006712,0.06866666666666667,0.348993288590604,0.7163715555555549,0.8206354795771094,0.92
16744,simple_anti_capture,0.1963109354413702,0.0,0.7708333333333334,0.12466666666666666,0.3333333333333333,0.7406742222222207,0.8042867712604305,0.78
16744,simple_frozen_core,0.2071269487750557,0.0,0.7707006369426752,0.12133333333333333,0.34394904458598724,0.749355555555554,0.8015568315593196,0.78
16744,tdc_evidence_validated,0.12212389380530973,0.0,0.8389261744966443,0.06066666666666667,0.28187919463087246,0.7765004444444427,0.8583446860678531,0.9136874838087949
16745,simple_time_schedule,0.26322693484914733,0.0,0.8439306358381503,0.05533333333333333,0.31213872832369943,0.7227933333333324,0.8328514075411578,0.92
16745,simple_anti_capture,0.22311468094600626,0.0,0.7590361445783133,0.10733333333333334,0.3614457831325301,0.7139239999999997,0.793422591414547,0.78
16745,simple_frozen_core,0.2350597609561753,0.0,0.7791411042944786,0.126,0.32515337423312884,0.7324937777777764,0.8024230410189643,0.78
16745,tdc_evidence_validated,0.14285714285714285,0.0,0.815068493150685,0.06066666666666667,0.3082191780821918,0.7474346666666657,0.8418540989954338,0.9128684932222086
16746,simple_time_schedule,0.2738147984049623,0.0,0.868421052631579,0.06133333333333333,0.3026315789473684,0.7139239999999994,0.8391828882233053,0.92
16746,simple_anti_capture,0.21365248226950354,0.0,0.7712418300653595,0.132,0.33986928104575165,0.7246342222222216,0.7987127141816158,0.78
16746,simple_frozen_core,0.20430579964850615,0.0,0.7380952380952381,0.12533333333333332,0.34523809523809523,0.7369057777777767,0.7906943715412726,0.78
