seed,model,trap_phase_capture_rate,trap_phase_false_consolidation_rate,post_trap_quality_damage,recovery_gain,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trajectory_value,integrated_score,final_quality
16664,tdc_unvalidated,0.15666372462488967,0.11809581934696368,0.0,0.03893932154801716,0.8641975308641975,0.06,0.2654320987654321,0.7718457777777759,0.8279141866954617,0.8932071311976677
16664,tdc_evidence_validated,0.12940140845070422,0.0,0.0,0.0710851648351648,0.8493150684931506,0.046,0.273972602739726,0.785047999999998,0.84613308394892,0.9136480650376095
16664,tdc_validated_with_reversal,0.13782608695652174,0.0,0.0,0.055182599355531714,0.8758620689655172,0.051333333333333335,0.21379310344827587,0.7782795555555543,0.8597609425944528,0.915123696784091
16665,simple_time_schedule,0.2557522123893805,0.0,0.0,0.1131614322375657,0.8633093525179856,0.06533333333333333,0.23741007194244604,0.7371324444444436,0.8367400009436127,0.92
16665,simple_success_driven,0.2594853903183602,0.0,0.022759171423837543,0.10789877300613504,0.7080745341614907,0.13733333333333334,0.4161490683229814,0.7340222222222212,0.754722558652097,0.6877174195658723
16665,tdc_unvalidated,0.14430268367795865,0.10946564885496184,0.0,0.12607974871302674,0.8682634730538922,0.05466666666666667,0.2215568862275449,0.7917862222222203,0.8481759025537307,0.8965913440095061
16665,tdc_evidence_validated,0.13450292397660818,0.0,0.0,0.05787037037037035,0.874251497005988,0.051333333333333335,0.2934131736526946,0.7726377777777761,0.8454973860746342,0.9132355998117072
16665,tdc_validated_with_reversal,0.14823107926556203,0.0,0.0,0.04340890414269827,0.8766233766233766,0.04533333333333334,0.22727272727272727,0.774369777777776,0.8559223384925344,0.9141595362876739
16666,simple_time_schedule,0.2641093474426808,0.0,0.0,0.04944046963859838,0.8333333333333334,0.06533333333333333,0.2988505747126437,0.712190222222222,0.8112211010363923,0.92
16666,simple_success_driven,0.2576091751213057,0.0,0.06877805351424682,0.14845145920190583,0.7666666666666667,0.156,0.3466666666666667,0.7179742222222212,0.7811698011080584,0.7315149766895738
16666,tdc_unvalidated,0.16927199642697632,0.12058023572076156,0.0,0.0920974450386215,0.8397435897435898,0.059333333333333335,0.25,0.7728768888888877,0.8271602915775055,0.9067278997095447
16666,tdc_evidence_validated,0.13694407749889917,0.0,0.0,0.10915994304698629,0.8846153846153846,0.044,0.30128205128205127,0.7893039999999982,0.8521697076708359,0.9128028619466846
16666,tdc_validated_with_reversal,0.1574074074074074,0.0,0.0,-0.020250935505172873,0.8975903614457831,0.06266666666666666,0.23493975903614459,0.7754373333333321,0.8504662449096977,0.9148235275364325
16667,simple_time_schedule,0.2580213903743315,0.0,0.0,0.13576040172166437,0.8627450980392157,0.06,0.3137254901960784,0.7084751111111107,0.8240650772238888,0.92
