seed,model,phase1_external_reward,phase2_external_reward,phase1_core_accuracy,phase2_core_accuracy,final_third_factor_volition,final_ethical_reliability,final_integration,final_ideal_alignment,final_H_self,phase2_reward_capture_rate,developmental_transfer_score,long_term_trajectory_value
12627,success_fed_thirdfactor,0.9608333333333333,1.0,0.8025,0.39416666666666667,0.95,0.7205000000000416,0.32,0.4,0.64,0.6058333333333333,0.37566666666666665,0.1858708333333544
12627,ethicalsense_plus_idealgap,0.56625,0.48375,0.5845833333333333,0.61875,0.479727472366411,0.94,0.8934277369346378,0.9160849632411746,0.3011215466354961,0.24291666666666667,0.7738718895352301,0.21298541666667245
12627,hybrid_reward_and_ethics,0.5204166666666666,0.4795833333333333,0.5383333333333333,0.5658333333333333,0.95,0.7347741962277669,0.8663543347631493,0.8917189012868345,0.31218739914211036,0.2658333333333333,0.7425391490696885,0.11321458333333659
12628,static_baseline,0.4683333333333333,0.49041666666666667,0.46166666666666667,0.45375,0.24,0.56,0.32,0.4,0.64,0.325,0.42162499999999997,-0.06641666666666765
12628,success_fed_thirdfactor,0.9645833333333333,1.0,0.8020833333333334,0.3933333333333333,0.95,0.7915000000000402,0.32,0.4,0.64,0.6066666666666667,0.37533333333333335,0.18873333333335535
12628,ethicalsense_plus_idealgap,0.5425,0.4725,0.5604166666666667,0.6358333333333334,0.48590624926098536,0.94,0.8927677817184623,0.9154910035466157,0.3047388992557222,0.23583333333333334,0.7788821390086547,0.21176250000000454
12628,hybrid_reward_and_ethics,0.5329166666666667,0.48375,0.5629166666666666,0.5791666666666667,0.95,0.734486938163166,0.8657466673968857,0.8911720006571978,0.31255199956186863,0.2658333333333333,0.7462262003760629,0.14971041666667204
12629,static_baseline,0.47791666666666666,0.5170833333333333,0.46375,0.4675,0.24,0.56,0.32,0.4,0.64,0.3383333333333333,0.42441666666666666,-0.036624999999999214
12629,success_fed_thirdfactor,0.9641666666666666,1.0,0.79375,0.37,0.95,0.6530000000000462,0.32,0.4,0.64,0.63,0.366,0.1671562500000187
12629,ethicalsense_plus_idealgap,0.5433333333333333,0.44916666666666666,0.5783333333333334,0.6420833333333333,0.48060380888928755,0.94,0.8932943891771068,0.9159649502593962,0.30166639310295756,0.2125,0.7837751564348266,0.2064083333333391
12629,hybrid_reward_and_ethics,0.5220833333333333,0.49541666666666667,0.54625,0.575,0.95,0.7347618232352933,0.8663200502205565,0.8916880451985016,0.3122079698676663,0.27541666666666664,0.7443131591969201,0.10805625000000338
12630,static_baseline,0.47625,0.5054166666666666,0.455,0.47833333333333333,0.24,0.56,0.32,0.4,0.64,0.3229166666666667,0.4292083333333333,-0.05264583333333244
12630,success_fed_thirdfactor,0.9645833333333333,1.0,0.8041666666666667,0.38208333333333333,0.95,0.6890000000000449,0.32,0.4,0.64,0.6179166666666667,0.37083333333333335,0.19376250000002057
12630,ethicalsense_plus_idealgap,0.545,0.46291666666666664,0.5616666666666666,0.6241666666666666,0.48107492745287994,0.9376,0.8925812412759083,0.9153231171483169,0.30247247070571387,0.22583333333333333,0.7766428236030705,0.18046666666667144
12630,hybrid_reward_and_ethics,0.5229166666666667,0.47125,0.5470833333333334,0.58375,0.95,0.734617793675082,0.8660075490322595,0.8914067941290328,0.3123954705806439,0.24416666666666667,0.7499022210849469,0.1327854166666706
12631,static_baseline,0.4683333333333333,0.51125,0.4508333333333333,0.46125,0.24,0.56,0.32,0.4,0.64,0.3333333333333333,0.42304166666666665,-0.06283333333333513
12631,success_fed_thirdfactor,0.9645833333333333,1.0,0.7945833333333333,0.37166666666666665,0.95,0.6935000000000443,0.32,0.4,0.64,0.6283333333333333,0.36666666666666664,0.18553125000002055
