seed,model,critical_recall,critical_precision,f1_like,false_alarm_rate,miss_rate,review_trigger_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value,final_threshold
14672,calibrated_score,0.31802426343154244,0.5646153846153846,0.40687361419068735,0.04564516129032258,0.6819757365684576,0.10483870967741936,0.17850953206239167,0.5821638736340531,0.8345322580645093,0.6
14672,structural_score,0.4616048317515099,0.4115384615384615,0.4351362342415616,0.12338709677419354,0.5383951682484901,0.20967741935483872,0.13977566867989646,0.5860668208882047,0.8718387096774034,0.17
14672,adaptive_detector,0.08130841121495327,0.5761589403973509,0.14250614250614252,0.01032258064516129,0.9186915887850468,0.024354838709677418,0.27850467289719627,0.48580288739326005,0.7519493548387121,0.76
14673,fixed_threshold,0.7076502732240437,0.4166219839142091,0.5244684441444483,0.17548387096774193,0.2923497267759563,0.3008064516129032,0.11748633879781421,0.6751763483392714,0.9035951612902994,0.58
14673,calibrated_score,0.32853285328532855,0.5455904334828101,0.4101123595505618,0.04903225806451613,0.6714671467146714,0.10790322580645162,0.17551755175517553,0.5806991908911707,0.8440377419354753,0.6
14673,structural_score,0.4514018691588785,0.3907766990291262,0.4189071986123156,0.1214516129032258,0.5485981308411215,0.1993548387096774,0.14953271028037382,0.5751636620410887,0.8730799999999861,0.17
14673,adaptive_detector,0.08491418247515808,0.6438356164383562,0.15003990422984836,0.008387096774193548,0.9150858175248419,0.023548387096774193,0.2827461607949413,0.5057922987967544,0.7397025806451631,0.76
14674,fixed_threshold,0.7230215827338129,0.4194053208137715,0.5308682733575437,0.17951612903225805,0.27697841726618705,0.3091935483870968,0.14298561151079137,0.6769910901991719,0.8796390322580387,0.58
14674,calibrated_score,0.3413585554600172,0.5560224089635855,0.4230154501864678,0.05112903225806452,0.6586414445399829,0.11516129032258064,0.15735167669819433,0.5910230315064477,0.8550329032257977,0.6
14674,structural_score,0.43255395683453235,0.38696701528559935,0.4084925690021231,0.12290322580645162,0.5674460431654677,0.20048387096774192,0.15377697841726617,0.5659943706851662,0.8638706451612764,0.17
14674,adaptive_detector,0.07936507936507936,0.6766917293233082,0.1420678768745067,0.006935483870967742,0.9206349206349206,0.021451612903225805,0.30687830687830686,0.5092834981719532,0.7100222580645185,0.76
14675,fixed_threshold,0.7083700440528634,0.4174454828660436,0.5253185233583796,0.18096774193548387,0.2916299559471366,0.3106451612903226,0.12863436123348018,0.6729096605968364,0.8913606451612646,0.58
14675,calibrated_score,0.34173669467787116,0.543026706231454,0.4194842406876791,0.04967741935483871,0.6582633053221288,0.10870967741935483,0.17647058823529413,0.5847301921208801,0.8484458064516058,0.6
14675,structural_score,0.44033302497687327,0.3817161186848436,0.4089347079037801,0.12435483870967742,0.5596669750231268,0.20112903225806453,0.13691026827012026,0.5699175488320068,0.8829261290322431,0.17
14675,adaptive_detector,0.07040998217468805,0.5766423357664233,0.12549642573471007,0.00935483870967742,0.9295900178253119,0.02209677419354839,0.2549019607843137,0.48574746254774787,0.7615938709677439,0.76
14676,fixed_threshold,0.7314734088927637,0.44344608879492603,0.5521553142481079,0.16983870967741935,0.26852659110723626,0.30516129032258066,0.12903225806451613,0.6909086712095714,0.8897922580644886,0.58
14676,calibrated_score,0.3391705069124424,0.5411764705882353,0.4169971671388102,0.05032258064516129,0.6608294930875576,0.10967741935483871,0.19078341013824884,0.5808307942531852,0.8333032258064444,0.6
14676,structural_score,0.46441281138790036,0.41395717684377475,0.4377358490566038,0.11919354838709677,0.5355871886120996,0.20338709677419356,0.15391459074733096,0.5863037046144087,0.8634429032257918,0.17
14676,adaptive_detector,0.07678571428571429,0.671875,0.13782051282051283,0.0067741935483870966,0.9232142857142858,0.02064516129032258,0.2767857142857143,0.5117985023041476,0.7418400000000033,0.76
14677,fixed_threshold,0.6896853146853147,0.42787418655097614,0.5281124497991967,0.17016129032258065,0.3103146853146853,0.2974193548387097,0.1284965034965035,0.6706967189971879,0.8891587096773961,0.58
14677,calibrated_score,0.34552102376599636,0.5423242467718795,0.4221105527638191,0.05145161290322581,0.6544789762340036,0.11241935483870968,0.180073126142596,0.5850757876218089,0.8417809677419278,0.6
14677,structural_score,0.46313799621928164,0.3885804916732752,0.42259594652867616,0.12435483870967742,0.5368620037807184,0.20338709677419356,0.14744801512287334,0.5788194228444423,0.876959032258049,0.17
14677,adaptive_detector,0.09481216457960644,0.6583850931677019,0.16575449569976544,0.008870967741935484,0.9051878354203936,0.02596774193548387,0.27906976744186046,0.5141285116429609,0.7407009677419379,0.76
14678,fixed_threshold,0.7294117647058823,0.4317086234600964,0.5423956931359353,0.17112903225806453,0.27058823529411763,0.30112903225806453,0.11402714932126697,0.689007315459208,0.907171290322556,0.58
14678,calibrated_score,0.3266375545851528,0.5683890577507599,0.4148641153632833,0.045806451612903226,0.6733624454148471,0.10612903225806451,0.1615720524017467,0.5891745172379688,0.8529012903225732,0.6
14678,structural_score,0.4678733031674208,0.4136,0.4390658174097664,0.1182258064516129,0.5321266968325792,0.20161290322580644,0.134841628959276,0.5907445494088455,0.8833064516128865,0.17
