seed,policy,long_term_trajectory_value,decision_accuracy,high_stakes_accuracy,severe_error_rate,deep_path_activation_rate,mean_ethics_salience
10327,simple_majority_vote,0.2258888888888902,0.6472222222222223,0.6367816091954023,0.3632183908045977,0.0,0.0
10327,flat_weighted_integrator,0.2258888888888902,0.6472222222222223,0.6367816091954023,0.3632183908045977,0.0,0.0
10327,ethical_sense_metaperception,0.17553333333333343,0.6472222222222223,0.6367816091954023,0.3632183908045977,0.6294444444444445,0.5626055555555546
10327,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10328,single_best_modality,0.028888888888888554,0.5755555555555556,0.5408734602463606,0.45912653975363943,0.0,0.0
10328,simple_majority_vote,0.16188888888888964,0.6338888888888888,0.6035834266517357,0.3964165733482643,0.0,0.0
10328,flat_weighted_integrator,0.16188888888888964,0.6338888888888888,0.6035834266517357,0.3964165733482643,0.0,0.0
10328,ethical_sense_metaperception,0.11179999999999676,0.6338888888888888,0.6035834266517357,0.3964165733482643,0.6261111111111111,0.5596166666666653
10328,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10329,single_best_modality,0.05555555555555527,0.5622222222222222,0.5667046750285063,0.43329532497149376,0.0,0.0
10329,simple_majority_vote,0.18777777777777865,0.6277777777777778,0.6237172177879133,0.37628278221208666,0.0,0.0
10329,flat_weighted_integrator,0.18777777777777865,0.6277777777777778,0.6237172177879133,0.37628278221208666,0.0,0.0
10329,ethical_sense_metaperception,0.13853333333332832,0.6277777777777778,0.6237172177879133,0.37628278221208666,0.6155555555555555,0.5561222222222205
10329,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10330,single_best_modality,0.11177777777777702,0.5744444444444444,0.5757946210268948,0.4242053789731051,0.0,0.0
10330,simple_majority_vote,0.2593333333333344,0.6433333333333333,0.6479217603911981,0.35207823960880197,0.0,0.0
10330,flat_weighted_integrator,0.2593333333333344,0.6433333333333333,0.6479217603911981,0.35207823960880197,0.0,0.0
10330,ethical_sense_metaperception,0.21013333333333256,0.6433333333333333,0.6479217603911981,0.35207823960880197,0.615,0.5586166666666653
10330,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10331,single_best_modality,0.044222222222221635,0.5588888888888889,0.5453474676089517,0.4546525323910483,0.0,0.0
10331,simple_majority_vote,0.22833333333333408,0.635,0.64075382803298,0.35924617196702,0.0,0.0
10331,flat_weighted_integrator,0.22833333333333408,0.635,0.64075382803298,0.35924617196702,0.0,0.0
10331,ethical_sense_metaperception,0.17944444444444344,0.635,0.64075382803298,0.35924617196702,0.6111111111111112,0.5598611111111098
10331,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10332,single_best_modality,0.08377777777777733,0.5611111111111111,0.5827505827505828,0.4172494172494173,0.0,0.0
10332,simple_majority_vote,0.23622222222222342,0.6455555555555555,0.6421911421911422,0.3578088578088578,0.0,0.0
10332,flat_weighted_integrator,0.23622222222222342,0.6455555555555555,0.6421911421911422,0.3578088578088578,0.0,0.0
10332,ethical_sense_metaperception,0.1862666666666672,0.6455555555555555,0.6421911421911422,0.3578088578088578,0.6244444444444445,0.5584666666666643
10332,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10333,single_best_modality,0.03488888888888859,0.5588888888888889,0.5477560414269275,0.4522439585730725,0.0,0.0
