seed,policy,long_term_trajectory_value,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
9322,simple_decay_memory,0.19536666666666694,0.6691285081240768,0.3308714918759232,0.0,0.0
9322,full_tdc_gen25_gated,0.29536666666667105,0.7429837518463811,0.2570162481536189,0.21866666666666668,0.0
9322,ablate_gate_always_deep,0.4454733333333362,0.8862629246676514,0.1137370753323486,1.0,0.07999999999999872
9322,ablate_context_selection,0.20936666666666726,0.6794682422451994,0.3205317577548006,0.294,0.0
9322,ablate_channel_separation,0.17536666666666473,0.654357459379616,0.345642540620384,0.214,0.0
9323,simple_decay_memory,0.211266666666668,0.6822157434402333,0.3177842565597668,0.0,0.0
9323,full_tdc_gen25_gated,0.28526666666666944,0.7361516034985423,0.26384839650145775,0.218,0.0
9323,ablate_gate_always_deep,0.4638533333333368,0.8979591836734694,0.10204081632653061,1.0,0.07999999999999872
9323,ablate_context_selection,0.2072666666666678,0.6793002915451894,0.3206997084548105,0.314,0.0
9323,ablate_channel_separation,0.17126666666666457,0.6530612244897959,0.3469387755102041,0.21666666666666667,0.0
9324,simple_decay_memory,0.23160000000000056,0.6982758620689655,0.3017241379310345,0.0,0.0
9324,full_tdc_gen25_gated,0.2676000000000034,0.7241379310344828,0.27586206896551724,0.22133333333333333,0.0
9324,ablate_gate_always_deep,0.4287200000000048,0.8706896551724138,0.12931034482758622,1.0,0.07999999999999874
9324,ablate_context_selection,0.18559999999999874,0.6652298850574713,0.33477011494252873,0.322,0.0
9324,ablate_channel_separation,0.12159999999999845,0.6192528735632183,0.3807471264367816,0.234,0.0
9325,simple_decay_memory,0.21736666666666743,0.6853766617429837,0.31462333825701627,0.0,0.0
9325,full_tdc_gen25_gated,0.26736666666666953,0.7223042836041359,0.2776957163958641,0.21466666666666667,0.0
9325,ablate_gate_always_deep,0.45347333333333834,0.8921713441654358,0.10782865583456426,1.0,0.07999999999999872
9325,ablate_context_selection,0.1973666666666658,0.670605612998523,0.3293943870014771,0.31333333333333335,0.0
9325,ablate_channel_separation,0.1513666666666649,0.6366322008862629,0.36336779911373707,0.22133333333333333,0.0
9326,simple_decay_memory,0.21520000000000034,0.6830357142857143,0.3169642857142857,0.0,0.0
9326,full_tdc_gen25_gated,0.2572000000000021,0.7142857142857143,0.2857142857142857,0.216,0.0
9326,ablate_gate_always_deep,0.44104000000000315,0.8839285714285714,0.11607142857142858,1.0,0.07999999999999872
9326,ablate_context_selection,0.17519999999999863,0.6532738095238095,0.34672619047619047,0.30466666666666664,0.0
9326,ablate_channel_separation,0.10919999999999853,0.6041666666666666,0.3958333333333333,0.216,0.0
9327,simple_decay_memory,0.23663333333333614,0.7027027027027027,0.2972972972972973,0.0,0.0
9327,full_tdc_gen25_gated,0.24663333333333637,0.7098150782361309,0.2901849217638691,0.22466666666666665,0.0
9327,ablate_gate_always_deep,0.42212666666667,0.8648648648648649,0.13513513513513514,1.0,0.07999999999999874
9327,ablate_context_selection,0.22863333333333527,0.6970128022759602,0.3029871977240398,0.31866666666666665,0.0
9327,ablate_channel_separation,0.14863333333333123,0.6401137980085349,0.35988620199146515,0.22066666666666668,0.0
9328,simple_decay_memory,0.22736666666666763,0.6927621861152142,0.3072378138847858,0.0,0.0
9328,full_tdc_gen25_gated,0.2573666666666694,0.7149187592319055,0.28508124076809455,0.20266666666666666,0.0
9328,ablate_gate_always_deep,0.41947333333333753,0.8670605612998523,0.1329394387001477,1.0,0.07999999999999872
9328,ablate_context_selection,0.20536666666666714,0.6765140324963073,0.32348596750369274,0.3006666666666667,0.0
