seed,model,phase,A_TF,R_ethical,H_self,capture_resistance,R_gain_in_phase
11819,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11819,one_way_thirdfactor_to_ethicalsense,3,0.22,0.50396,0.9,0.1,0.0039599999999999635
11819,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,-0.0039599999999999635
11819,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11819,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11819,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11819,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11819,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11819,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11819,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11819,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11820,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11820,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11820,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11820,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11820,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11820,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11820,one_way_thirdfactor_to_ethicalsense,1,0.22,0.50396,0.9,0.1,-0.03604000000000007
11820,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,-0.0039599999999999635
11820,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11820,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11820,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11820,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11820,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11820,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11820,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11820,bidirectional_codevelopment,4,0.1,0.5018,0.9,0.1,0.0018000000000000238
11820,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,-0.0018000000000000238
11820,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11821,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11821,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11821,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11821,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11821,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11821,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11821,one_way_thirdfactor_to_ethicalsense,1,0.22,0.50396,0.9,0.1,-0.03604000000000007
11821,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,-0.0039599999999999635
11821,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11821,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11821,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11821,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11821,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11821,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11821,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11821,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11821,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11821,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11822,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11822,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11822,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11822,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11822,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11822,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11822,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11822,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11822,one_way_thirdfactor_to_ethicalsense,3,0.22,0.50396,0.9,0.1,0.0039599999999999635
11822,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,-0.0039599999999999635
11822,one_way_thirdfactor_to_ethicalsense,5,0.22,0.50396,0.9,0.1,0.0039599999999999635
11822,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,-0.0039599999999999635
11822,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11822,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11822,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11822,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11822,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11822,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11823,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11823,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11823,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11823,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11823,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11823,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11823,one_way_thirdfactor_to_ethicalsense,1,0.22,0.50396,0.9,0.1,-0.03604000000000007
11823,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,-0.0039599999999999635
11823,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11823,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11823,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11823,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11823,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11823,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11823,bidirectional_codevelopment,3,0.1,0.5018,0.9,0.1,0.0018000000000000238
11823,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,-0.0018000000000000238
11823,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11823,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11824,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11824,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11824,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11824,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11824,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11824,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11824,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11824,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11824,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11824,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11824,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11824,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11824,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11824,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11824,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11824,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11824,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11824,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11825,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11825,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11825,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11825,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11825,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11825,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11825,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11825,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11825,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11825,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11825,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11825,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11825,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11825,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11825,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11825,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11825,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11825,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11826,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11826,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11826,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11826,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11826,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11826,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11826,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11826,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11826,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11826,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11826,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11826,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11826,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11826,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11826,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11826,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11826,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11826,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11827,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11827,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11827,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11827,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11827,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11827,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11827,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11827,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11827,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11827,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11827,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11827,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11827,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11827,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11827,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11827,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11827,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11827,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11828,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11828,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11828,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11828,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11828,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11828,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11828,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11828,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11828,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11828,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11828,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11828,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11828,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11828,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11828,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11828,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11828,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11828,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11829,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11829,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11829,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11829,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11829,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11829,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11829,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11829,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11829,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11829,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11829,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11829,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11829,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11829,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11829,bidirectional_codevelopment,3,0.1,0.5018,0.9,0.1,0.0018000000000000238
11829,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,-0.0018000000000000238
11829,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11829,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11830,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11830,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11830,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11830,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11830,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11830,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11830,one_way_thirdfactor_to_ethicalsense,1,0.22,0.50396,0.9,0.1,-0.03604000000000007
11830,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,-0.0039599999999999635
11830,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11830,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11830,one_way_thirdfactor_to_ethicalsense,5,0.22,0.50396,0.9,0.1,0.0039599999999999635
11830,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,-0.0039599999999999635
11830,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11830,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11830,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11830,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11830,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11830,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11831,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11831,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11831,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11831,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11831,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11831,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11831,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11831,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11831,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11831,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11831,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11831,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11831,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11831,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11831,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11831,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11831,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11831,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11832,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11832,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11832,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11832,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11832,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11832,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11832,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11832,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11832,one_way_thirdfactor_to_ethicalsense,3,0.22,0.50396,0.9,0.1,0.0039599999999999635
11832,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,-0.0039599999999999635
11832,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11832,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11832,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11832,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11832,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11832,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11832,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11832,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11833,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11833,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11833,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11833,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11833,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11833,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11833,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11833,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11833,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11833,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11833,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11833,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11833,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11833,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11833,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11833,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11833,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11833,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11834,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11834,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11834,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11834,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11834,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11834,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11834,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11834,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11834,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11834,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11834,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11834,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11834,bidirectional_codevelopment,1,0.1,0.5018,0.9,0.1,-0.03820000000000001
11834,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,-0.0018000000000000238
11834,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11834,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11834,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11834,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11835,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11835,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11835,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11835,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11835,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11835,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11835,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11835,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11835,one_way_thirdfactor_to_ethicalsense,3,0.22,0.50396,0.9,0.1,0.0039599999999999635
11835,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,-0.0039599999999999635
11835,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11835,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11835,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11835,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11835,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11835,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11835,bidirectional_codevelopment,5,0.1,0.5018,0.9,0.1,0.0018000000000000238
11835,bidirectional_codevelopment,6,0.1,0.5018,0.9,0.1,0.0
11836,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11836,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11836,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11836,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11836,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11836,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11836,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11836,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11836,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11836,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11836,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11836,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11836,bidirectional_codevelopment,1,0.1,0.5018,0.9,0.1,-0.03820000000000001
11836,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,-0.0018000000000000238
11836,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11836,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11836,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11836,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11837,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11837,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11837,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11837,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11837,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11837,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11837,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11837,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11837,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11837,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11837,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11837,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11837,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11837,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11837,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11837,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11837,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11837,bidirectional_codevelopment,6,0.1,0.5018,0.9,0.1,0.0018000000000000238
11838,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11838,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11838,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11838,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11838,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11838,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11838,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11838,one_way_thirdfactor_to_ethicalsense,2,0.22,0.50396,0.9,0.1,0.0039599999999999635
11838,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,-0.0039599999999999635
11838,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11838,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11838,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11838,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11838,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11838,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11838,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11838,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
