seed,model,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_quality_used,final_TF,final_I,final_A,final_H,final_maturity
18218,tdc_no_perceptual_development,0.5841584158415841,0.18533333333333332,0.504950495049505,0.3826086956521739,0.5541679999999958,0.58,0.95,0.95,0.9082294821579054,0.38798962186312325,0.8550599650736955
18218,simple_fixed_q058,0.5567010309278351,0.21466666666666667,0.5154639175257731,0.353515625,0.593360888888883,0.58,0.24,0.34,0.4,0.62,0.34
18218,simple_fixed_q084_a008,0.8777777777777778,0.08933333333333333,0.3,0.1830708661417323,0.6901004444444406,0.84,0.24,0.34,0.4,0.62,0.34
18219,tdc_full_developmental_perception,0.8854166666666666,0.058666666666666666,0.3125,0.1910891089108911,0.6874071111111072,0.9089485837359528,0.95,0.95,0.9419144111352197,0.2419016010646869,0.9000032025176332
18219,tdc_no_perceptual_development,0.6086956521739131,0.22,0.44565217391304346,0.3702989392478303,0.5142151111111072,0.58,0.95,0.95,0.888740044569484,0.40882448254655673,0.8449788905057318
18219,simple_fixed_q058,0.6626506024096386,0.21733333333333332,0.46987951807228917,0.3226744186046512,0.553971555555551,0.58,0.24,0.34,0.4,0.62,0.34
18219,simple_fixed_q084_a008,0.7380952380952381,0.104,0.3333333333333333,0.18058252427184465,0.7033431111111074,0.84,0.24,0.34,0.4,0.62,0.34
18220,tdc_full_developmental_perception,0.8588235294117647,0.06666666666666667,0.3058823529411765,0.17063870352716873,0.7134951111111081,0.909416634562559,0.95,0.95,0.9375644727193797,0.2313939493530567,0.9015426308415807
18220,tdc_no_perceptual_development,0.6635514018691588,0.236,0.4766355140186916,0.35334645669291337,0.5282986666666623,0.58,0.95,0.95,0.872223190323646,0.4160263712142079,0.8390492047773596
18220,simple_fixed_q058,0.6049382716049383,0.252,0.4567901234567901,0.3229268292682927,0.5517457777777726,0.58,0.24,0.34,0.4,0.62,0.34
18220,simple_fixed_q084_a008,0.7714285714285715,0.08133333333333333,0.34285714285714286,0.19320388349514564,0.6964284444444406,0.84,0.24,0.34,0.4,0.62,0.34
18221,tdc_full_developmental_perception,0.8775510204081632,0.05466666666666667,0.1836734693877551,0.14019607843137255,0.7116906666666636,0.9123332305021921,0.95,0.95,0.9466078046740447,0.19205704498399503,0.9136376899225124
18221,tdc_no_perceptual_development,0.5773195876288659,0.23733333333333334,0.5567010309278351,0.3402985074626866,0.5505279999999954,0.58,0.95,0.95,0.8825477280388917,0.412119379846982,0.8426070870479774
18221,simple_fixed_q058,0.6219512195121951,0.22666666666666666,0.4634146341463415,0.3535645472061657,0.5550008888888835,0.58,0.24,0.34,0.4,0.62,0.34
18221,simple_fixed_q084_a008,0.775,0.108,0.3625,0.19015444015444016,0.659680888888885,0.84,0.24,0.34,0.4,0.62,0.34
18222,tdc_full_developmental_perception,0.8695652173913043,0.05733333333333333,0.32608695652173914,0.1752873563218391,0.6804506666666629,0.9082133989259134,0.95,0.95,0.9439743759196322,0.25417635868265026,0.8974495043092454
18222,tdc_no_perceptual_development,0.6629213483146067,0.21466666666666667,0.47191011235955055,0.33840304182509506,0.607535111111105,0.58,0.95,0.95,0.90655759038145,0.3665288613098358,0.8600071822679036
18222,simple_fixed_q058,0.6021505376344086,0.24266666666666667,0.4838709677419355,0.3540489642184557,0.5530719999999959,0.58,0.24,0.34,0.4,0.62,0.34
18222,simple_fixed_q084_a008,0.7126436781609196,0.092,0.47126436781609193,0.17909002904162633,0.699683555555552,0.84,0.24,0.34,0.4,0.62,0.34
18223,tdc_full_developmental_perception,0.8977272727272727,0.05733333333333333,0.22727272727272727,0.17938931297709923,0.7062124444444409,0.9093337638479231,0.95,0.95,0.9364270110696727,0.23171018536563687,0.9011792064260089
18223,tdc_no_perceptual_development,0.6847826086956522,0.22133333333333333,0.42391304347826086,0.36143410852713176,0.5519208888888839,0.58,0.95,0.95,0.9025370980384424,0.3641320150525609,0.8596012707464704
18223,simple_fixed_q058,0.6470588235294118,0.23733333333333334,0.47058823529411764,0.35692921236291125,0.5466977777777728,0.58,0.24,0.34,0.4,0.62,0.34
18223,simple_fixed_q084_a008,0.7558139534883721,0.096,0.4069767441860465,0.1892156862745098,0.7088417777777738,0.84,0.24,0.34,0.4,0.62,0.34
18224,tdc_full_developmental_perception,0.7974683544303798,0.06266666666666666,0.379746835443038,0.17953861584754263,0.693858666666663,0.9065596066089032,0.95,0.95,0.9320761331120074,0.26764944078575975,0.891106673081562
18224,tdc_no_perceptual_development,0.6153846153846154,0.22933333333333333,0.5,0.3631984585741811,0.5419075555555517,0.58,0.95,0.95,0.872223190323646,0.4071965033939574,0.8412566717324221
18224,simple_fixed_q058,0.6309523809523809,0.228,0.4523809523809524,0.35932872655478776,0.5640711111111062,0.58,0.24,0.34,0.4,0.62,0.34
18224,simple_fixed_q084_a008,0.7578947368421053,0.10266666666666667,0.4,0.18564593301435406,0.7049546666666634,0.84,0.24,0.34,0.4,0.62,0.34
18225,tdc_full_developmental_perception,0.8556701030927835,0.05466666666666667,0.25773195876288657,0.187374749498998,0.6923991111111074,0.9084857498987038,0.95,0.95,0.9368084490032547,0.24454685541708032,0.8980653983965435
18225,tdc_no_perceptual_development,0.5308641975308642,0.224,0.5925925925925926,0.3497536945812808,0.5480257777777736,0.58,0.95,0.95,0.8729898511817041,0.46616240216021826,0.8267068622553715
18225,simple_fixed_q058,0.7,0.24933333333333332,0.41,0.36726926736441484,0.5471057777777734,0.58,0.24,0.34,0.4,0.62,0.34
18225,simple_fixed_q084_a008,0.8279569892473119,0.10133333333333333,0.3763440860215054,0.16895874263261296,0.6870008888888846,0.84,0.24,0.34,0.4,0.62,0.34
18226,tdc_full_developmental_perception,0.7922077922077922,0.06266666666666666,0.36363636363636365,0.1739961759082218,0.6699724444444406,0.9054609056883689,0.95,0.95,0.9233883679333658,0.2782235628214013,0.8862912012779911
18226,tdc_no_perceptual_development,0.6851851851851852,0.21333333333333335,0.4166666666666667,0.34791059280855197,0.5656968888888835,0.58,0.95,0.95,0.90076150138572,0.3582753184733425,0.8606215457280944
18226,simple_fixed_q058,0.7282608695652174,0.21466666666666667,0.40217391304347827,0.35034347399411186,0.5293422222222179,0.58,0.24,0.34,0.4,0.62,0.34
18226,simple_fixed_q084_a008,0.875,0.076,0.2875,0.1873767258382643,0.6980693333333293,0.84,0.24,0.34,0.4,0.62,0.34
18227,tdc_full_developmental_perception,0.8705882352941177,0.064,0.29411764705882354,0.19391634980988592,0.6839395555555521,0.9088945203489314,0.95,0.95,0.9375644727193797,0.23744323115638802,0.9000303103907479
18227,tdc_no_perceptual_development,0.6049382716049383,0.22266666666666668,0.49382716049382713,0.3533906399235912,0.5289955555555509,0.58,0.95,0.95,0.8900711586762547,0.4129858171944515,0.8442713353704507
18227,simple_fixed_q058,0.6823529411764706,0.208,0.4470588235294118,0.3596403596403596,0.5984986666666614,0.58,0.24,0.34,0.4,0.62,0.34
18227,simple_fixed_q084_a008,0.8260869565217391,0.08666666666666667,0.29347826086956524,0.18029556650246306,0.6954479999999963,0.84,0.24,0.34,0.4,0.62,0.34
18228,tdc_full_developmental_perception,0.8811881188118812,0.06133333333333333,0.32673267326732675,0.1715686274509804,0.6897084444444406,0.9101901419417873,0.95,0.95,0.95,0.2297304445813751,0.9050673888546561
18228,tdc_no_perceptual_development,0.673469387755102,0.23333333333333334,0.41836734693877553,0.3380952380952381,0.5767386666666616,0.58,0.95,0.95,0.8926858010743498,0.3700782722656533,0.8556518822021741
18228,simple_fixed_q058,0.5411764705882353,0.19866666666666666,0.5529411764705883,0.34541984732824427,0.5680906666666617,0.58,0.24,0.34,0.4,0.62,0.34
18228,simple_fixed_q084_a008,0.8556701030927835,0.09333333333333334,0.27835051546391754,0.17374136229022705,0.7089502222222185,0.84,0.24,0.34,0.4,0.62,0.34
18229,tdc_full_developmental_perception,0.8860759493670886,0.050666666666666665,0.3670886075949367,0.19187145557655955,0.6976711111111078,0.9075166086029927,0.95,0.95,0.929578690627303,0.2525366180244993,0.894260518150701
18229,tdc_no_perceptual_development,0.6486486486486487,0.22,0.4594594594594595,0.34405458089668617,0.5617253333333284,0.58,0.95,0.95,0.888740044569484,0.3983385842689911,0.8476003650751232
18229,simple_fixed_q058,0.6326530612244898,0.19333333333333333,0.47959183673469385,0.3392689784442362,0.5338275555555515,0.58,0.24,0.34,0.4,0.62,0.34
18229,simple_fixed_q084_a008,0.8478260869565217,0.09333333333333334,0.2826086956521739,0.17125984251968504,0.7114622222222184,0.84,0.24,0.34,0.4,0.62,0.34
18230,tdc_full_developmental_perception,0.8735632183908046,0.06533333333333333,0.22988505747126436,0.17134831460674158,0.7401288888888854,0.911218044452075,0.95,0.95,0.9419144111352197,0.20673635661161774,0.9087945136309005
18230,tdc_no_perceptual_development,0.6309523809523809,0.22,0.4642857142857143,0.359,0.5368844444444401,0.58,0.95,0.95,0.891386347333852,0.37954236772266514,0.8529609949027968
18230,simple_fixed_q058,0.632183908045977,0.22533333333333333,0.4482758620689655,0.3349705304518664,0.5801555555555502,0.58,0.24,0.34,0.4,0.62,0.34
18230,simple_fixed_q084_a008,0.79,0.09333333333333334,0.33,0.2099609375,0.6958035555555515,0.84,0.24,0.34,0.4,0.62,0.34
18231,tdc_full_developmental_perception,0.86,0.058666666666666666,0.29,0.16842105263157894,0.6747777777777739,0.908095902400812,0.95,0.95,0.9397787050273917,0.2525201599444365,0.8968146362707388
18231,tdc_no_perceptual_development,0.5384615384615384,0.20533333333333334,0.5288461538461539,0.3740079365079365,0.5744551111111057,0.58,0.95,0.95,0.8789598369425147,0.39930179068681626,0.8449145115639246
18231,simple_fixed_q058,0.5795454545454546,0.21466666666666667,0.5681818181818182,0.34402332361516036,0.5560746666666623,0.58,0.24,0.34,0.4,0.62,0.34
18231,simple_fixed_q084_a008,0.8315789473684211,0.084,0.35789473684210527,0.17311411992263057,0.6783519999999958,0.84,0.24,0.34,0.4,0.62,0.34
18232,tdc_full_developmental_perception,0.84375,0.06,0.40625,0.1910891089108911,0.7062213333333297,0.9061244905916674,0.95,0.95,0.9308386839056022,0.27247508400337384,0.8895908999755571
18232,tdc_no_perceptual_development,0.6153846153846154,0.228,0.47435897435897434,0.3529980657640232,0.6135573333333272,0.58,0.95,0.95,0.8952382545619861,0.3575751860439201,0.8594157671295165
18232,simple_fixed_q058,0.6571428571428571,0.252,0.4857142857142857,0.3394762366634336,0.5694817777777718,0.58,0.24,0.34,0.4,0.62,0.34
18232,simple_fixed_q084_a008,0.7578947368421053,0.09733333333333333,0.4105263157894737,0.173828125,0.6684986666666629,0.84,0.24,0.34,0.4,0.62,0.34
18233,tdc_full_developmental_perception,0.8734177215189873,0.058666666666666666,0.26582278481012656,0.17251461988304093,0.7172888888888851,0.9118178914179236,0.95,0.95,0.9472465888989244,0.20132238697611649,0.911481050480702
18233,tdc_no_perceptual_development,0.717391304347826,0.20266666666666666,0.40217391304347827,0.3717948717948718,0.537830222222217,0.58,0.95,0.95,0.9048552397803314,0.3540410267157342,0.8627035532661493
18233,simple_fixed_q058,0.547945205479452,0.22133333333333333,0.547945205479452,0.3559488692232055,0.5626177777777729,0.58,0.24,0.34,0.4,0.62,0.34
18233,simple_fixed_q084_a008,0.7755102040816326,0.08533333333333333,0.30612244897959184,0.1648780487804878,0.6827262222222182,0.84,0.24,0.34,0.4,0.62,0.34
18234,tdc_full_developmental_perception,0.8105263157894737,0.05733333333333333,0.30526315789473685,0.17881438289601556,0.6953253333333295,0.9091937174940876,0.95,0.95,0.9394151962046194,0.23624902192140687,0.9007915435708032
18234,tdc_no_perceptual_development,0.6966292134831461,0.21866666666666668,0.42696629213483145,0.3551587301587302,0.5848506666666614,0.58,0.95,0.95,0.9098714600855681,0.355063129491613,0.8637020826484888
18234,simple_fixed_q058,0.5686274509803921,0.184,0.5686274509803921,0.3187022900763359,0.4959742222222186,0.58,0.24,0.34,0.4,0.62,0.34
18234,simple_fixed_q084_a008,0.75,0.08533333333333333,0.3333333333333333,0.17697431018078022,0.7204746666666632,0.84,0.24,0.34,0.4,0.62,0.34
18235,tdc_full_developmental_perception,0.851063829787234,0.048,0.35106382978723405,0.17352056168505517,0.6835013333333297,0.9078747756114312,0.95,0.95,0.9371875983092351,0.2535889740719424,0.8958996560593232
18235,tdc_no_perceptual_development,0.5333333333333333,0.236,0.56,0.3244019138755981,0.5673431111111052,0.58,0.95,0.95,0.8900711586762547,0.4110691210603833,0.8447505094039678
18235,simple_fixed_q058,0.6470588235294118,0.216,0.4470588235294118,0.37375745526838966,0.6207591111111045,0.58,0.24,0.34,0.4,0.62,0.34
18235,simple_fixed_q084_a008,0.7741935483870968,0.08533333333333333,0.3333333333333333,0.20155038759689922,0.7126604444444405,0.84,0.24,0.34,0.4,0.62,0.34
18236,tdc_full_developmental_perception,0.81,0.064,0.36,0.1477162293488824,0.6826124444444404,0.9071453437472247,0.95,0.95,0.935657213977702,0.2625210275100785,0.8932840466169059
18236,tdc_no_perceptual_development,0.7307692307692307,0.21866666666666668,0.38461538461538464,0.36939571150097467,0.5653297777777723,0.58,0.95,0.95,0.891386347333852,0.3578287434892991,0.8583894009611382
18236,simple_fixed_q058,0.5609756097560976,0.21333333333333335,0.5609756097560976,0.36257309941520466,0.5312791111111068,0.58,0.24,0.34,0.4,0.62,0.34
18236,simple_fixed_q084_a008,0.8072289156626506,0.07866666666666666,0.3493975903614458,0.15839694656488548,0.7038551111111074,0.84,0.24,0.34,0.4,0.62,0.34
18237,tdc_full_developmental_perception,0.7721518987341772,0.06533333333333333,0.31645569620253167,0.1811175337186898,0.6811208888888844,0.9073394917157344,0.95,0.95,0.930421211172638,0.2556838902597742,0.8936843302282159
18237,tdc_no_perceptual_development,0.6521739130434783,0.236,0.5,0.3473581213307241,0.5433271111111065,0.58,0.95,0.95,0.8796860779208596,0.42328673926170296,0.8390998346647891
18237,simple_fixed_q058,0.5747126436781609,0.21466666666666667,0.5287356321839081,0.33528265107212474,0.571385777777773,0.58,0.24,0.34,0.4,0.62,0.34
18237,simple_fixed_q084_a008,0.7227722772277227,0.06666666666666667,0.40594059405940597,0.1690682036503362,0.6677022222222183,0.84,0.24,0.34,0.4,0.62,0.34
18238,tdc_full_developmental_perception,0.8163265306122449,0.04666666666666667,0.336734693877551,0.1676470588235294,0.7004168888888854,0.907932842188661,0.95,0.95,0.9436361930781008,0.2578749149648145,0.8964403195283215
18238,tdc_no_perceptual_development,0.7195121951219512,0.22266666666666668,0.34146341463414637,0.3640776699029126,0.5864755555555502,0.58,0.95,0.95,0.9059935516915996,0.3527626884153555,0.863307715819061
18238,simple_fixed_q058,0.66,0.21333333333333335,0.45,0.3349236641221374,0.5593964444444397,0.58,0.24,0.34,0.4,0.62,0.34
18238,simple_fixed_q084_a008,0.7802197802197802,0.084,0.37362637362637363,0.19385796545105566,0.6961182222222184,0.84,0.24,0.34,0.4,0.62,0.34
18239,tdc_full_developmental_perception,0.7831325301204819,0.07066666666666667,0.3253012048192771,0.15733590733590733,0.7307608888888854,0.909733491168194,0.95,0.95,0.9453069376962897,0.23598082099236978,0.9023315291759799
18239,tdc_no_perceptual_development,0.6666666666666666,0.21066666666666667,0.39285714285714285,0.3239573229873909,0.5688239999999949,0.58,0.95,0.95,0.9059935516915996,0.3590658128493183,0.8617319347105703
18239,simple_fixed_q058,0.6463414634146342,0.208,0.45121951219512196,0.3480345158197507,0.5869182222222172,0.58,0.24,0.34,0.4,0.62,0.34
