seed,policy,long_term_trajectory_value,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,probe_rate,low_risk_opportunity_cost
10131,hard_key_continuous,0.29766666666666525,0.7737704918032787,0.2262295081967213,0.255,0.0,0.0
10131,threshold_probe_v245,0.3377638888888899,0.8021857923497268,0.19781420765027322,0.25277777777777777,0.175,0.0
10131,voi_probe,0.33880555555555664,0.8010928961748633,0.1989071038251366,0.25,0.09444444444444444,0.0
10131,always_probe_high_risk,0.3260972222222216,0.8021857923497268,0.19781420765027322,0.24388888888888888,0.5083333333333333,0.0
10131,oracle_key_audit_only,0.3936666666666709,0.8327868852459016,0.16721311475409836,0.25166666666666665,0.0,0.0
10132,hard_key_continuous,0.2861777777777761,0.7662192393736018,0.23378076062639822,0.25555555555555554,0.0,0.0
10132,threshold_probe_v245,0.3247111111111109,0.7941834451901566,0.2058165548098434,0.24944444444444444,0.1688888888888889,0.0
10132,voi_probe,0.34911666666666835,0.8076062639821029,0.19239373601789708,0.2538888888888889,0.0811111111111111,0.0
10132,always_probe_high_risk,0.3239055555555531,0.8008948545861297,0.19910514541387025,0.25166666666666665,0.49666666666666665,0.0
10132,oracle_key_audit_only,0.3964000000000041,0.8355704697986577,0.1644295302013423,0.26,0.0,0.0
10133,hard_key_continuous,0.2979333333333324,0.7738748627881449,0.2261251372118551,0.2611111111111111,0.0,0.0
10133,threshold_probe_v245,0.33279444444444506,0.7991218441273326,0.20087815587266739,0.2594444444444444,0.17222222222222222,0.0
10133,voi_probe,0.33905277777777904,0.8013172338090011,0.1986827661909989,0.26611111111111113,0.095,0.0
10133,always_probe_high_risk,0.31221944444444244,0.7936333699231614,0.20636663007683864,0.24888888888888888,0.5061111111111111,0.0
10133,oracle_key_audit_only,0.39748888888889305,0.8353457738748628,0.16465422612513722,0.2677777777777778,0.0,0.0
10134,hard_key_continuous,0.28862222222222106,0.7683982683982684,0.23160173160173161,0.24888888888888888,0.0,0.0
10134,threshold_probe_v245,0.3212583333333331,0.7922077922077922,0.2077922077922078,0.24333333333333335,0.185,0.0
10134,voi_probe,0.3298972222222229,0.7954545454545454,0.20454545454545456,0.2461111111111111,0.09055555555555556,0.0
10134,always_probe_high_risk,0.30798888888888587,0.7911255411255411,0.20887445887445888,0.23944444444444443,0.5133333333333333,0.0
10134,oracle_key_audit_only,0.39351111111111514,0.8322510822510822,0.16774891774891776,0.24833333333333332,0.0,0.0
10135,hard_key_continuous,0.2580444444444428,0.7510460251046025,0.2489539748953975,0.2683333333333333,0.0,0.0
10135,threshold_probe_v245,0.3001138888888872,0.7792887029288703,0.22071129707112971,0.26222222222222225,0.16944444444444445,0.0
